n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1992 | fa_1993 | fa_1994 | fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1992 | all_1993 | all_1994 | all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
111 | Jiang, Yibo | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | male | 2 | 11 | 2016 | 9 | 59 | 2017 | 0 | 1 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |  1 | 1 | 1 | 1 | 2 | 3 | 5 | 0 | 1 | 4 | 1 | 1 | 0 | 5 | 3 | 1 | 2 | 3 | 1 | 3 | 3 | 2 | 7 | 8 | 8 |
112 | Snyder, George, Jr. | HEBREW UNION COLLEGE - JEWISH INSTITUTE OF RELIGION (OHIO) | 1997 | male | 2 | 2 | 2005 | 5 | 15 | 2015 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 2 | 1 | 2 | 0 | 5 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 |
113 | Larson, Samuel Bradley | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 1997 | male | 4 | 0 | 1997 | 5 | 40 | 2015 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 4 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 2 | 3 | 1 | 4 | 16 | 8 | 0 |
114 | Tompkins, Stefanie | BROWN UNIVERSITY | 1997 | female | 2 | 2 | 2010 | 4 | 9 | 2011 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 0 | 2 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 5 | 0 | 0 | 0 | 0 | 0 |
115 | Wilson, Grant W. | BROWN UNIVERSITY | 1997 | male | 1 | 6 | 2008 | 3 | 143 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 0 | 2 | 1 | 5 | 0 | 4 | 15 | 4 | 5 | 9 | 7 | 7 | 12 | 21 | 10 | 15 | 2 | 8 | 10 |
116 | Gallagher, Hugh Alphosus, Jr. | BOSTON COLLEGE | 1997 | male | 1 | 1 | 2012 | 8 | 5 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 5 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 |
117 | Apponi, Aldo Joseph | ARIZONA STATE UNIVERSITY | 1997 | male | 3 | 8 | 2008 | 10 | 40 | 2015 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 2 | 2 | 2 | 2 | 1 | 4 | 6 | 5 | 5 | 1 | 2 | 1 | 6 | 3 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
118 | Kriessler, Jeffrey Robert | MICHIGAN STATE UNIVERSITY | 1997 | male | 2 | 1 | 1998 | 3 | 2 | 2000 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
119 | Moss, Michael Jamieson | RICE UNIVERSITY | 1997 | male | 1 | 0 | 1997 | 3 | 2 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
120 | Dwarkadas, Vikram Vasant | UNIVERSITY OF VIRGINIA | 1997 | male | 3 | 20 | 2016 | 4 | 51 | 2017 | 0 | 0 | 0 | 0 | 2 | 1 | 4 | 0 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 1 | 1 | 1 | 3 | 1 | 0 | 1 |  0 | 0 | 0 | 1 | 2 | 1 | 4 | 0 | 2 | 3 | 1 | 0 | 0 | 2 | 2 | 3 | 3 | 2 | 1 | 1 | 5 | 8 | 6 | 3 | 2 |
121 | Albin, Edward Francis, Jr. | UNIVERSITY OF GEORGIA | 1997 | male | 1 | 1 | 2000 | 1 | 3 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
122 | Balman, Solen | THE UNIVERSITY OF WISCONSIN - MADISON | 1997 | female | 2 | 18 | 2017 | 3 | 37 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 1 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 2 | 1 | 1 | 1 | 1 | 3 | 3 | 0 | 1 | 4 | 6 | 2 | 3 | 1 | 3 | 1 | 1 |
123 | Cao, Yu | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | male | 4 | 1 | 1999 | 15 | 39 | 2017 | 0 | 1 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  3 | 3 | 1 | 2 | 3 | 3 | 1 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 1 | 2 | 6 | 3 | 12 |
124 | Winitzki, Serge A. | TUFTS UNIVERSITY | 1997 | male | 2 | 3 | 2002 | 3 | 9 | 2003 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 2 | 1 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
125 | Home, Allen Tam | THE CATHOLIC UNIVERSITY OF AMERICA | 1997 | male | 1 | 0 | 1997 | 2 | 1 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
126 | Bowman, Kevin West | GEORGIA INSTITUTE OF TECHNOLOGY | 1997 | male | 1 | 1 | 2012 | 1 | 12 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 2 | 2 | 1 | 0 | 0 | 1 | 2 | 0 | 1 | 1 |
127 | Valdivia, Juan Alejandro | UNIVERSITY OF MARYLAND COLLEGE PARK | 1997 | male | 3 | 9 | 2016 | 8 | 40 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 2 | 0 | 0 | 0 | 3 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 |  0 | 1 | 0 | 0 | 2 | 5 | 3 | 6 | 2 | 2 | 1 | 4 | 1 | 1 | 1 | 0 | 1 | 0 | 2 | 3 | 0 | 3 | 3 | 3 | 4 |
128 | Brhlik, Michal | THE FLORIDA STATE UNIVERSITY | 1997 | male | 1 | 3 | 2001 | 2 | 5 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
129 | Kasahara, Susan Marie | UNIVERSITY OF MINNESOTA | 1997 | female | 2 | 4 | 2013 | 10 | 31 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 2 | 0 | 0 | 0 |  1 | 5 | 0 | 1 | 0 | 3 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 3 | 1 | 3 | 4 | 5 | 2 | 3 | 3 |
130 | Chumney, Pamela Renee | UNIVERSITY OF CALIFORNIA, IRVINE | 1997 | female | 1 | 0 | 1997 | 24 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 11 | 2 | 9 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
131 | Supulver, Kimberley D. | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 1997 | female | 3 | 1 | 2000 | 3 | 19 | 2015 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 9 | 5 | 1 | 0 |
132 | Graff, David Steven | THE UNIVERSITY OF MICHIGAN | 1997 | male | 3 | 7 | 2002 | 3 | 42 | 2012 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 2 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 4 | 6 | 9 | 6 | 3 | 4 | 2 | 0 | 3 | 1 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
133 | Beck, John Gunther | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 1997 | male | 2 | 5 | 2005 | 2 | 10 | 2014 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 3 | 0 | 2 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 |
134 | Schneider, Eric John | UNIVERSITY OF CALIFORNIA, IRVINE | 1997 | male | 2 | 1 | 2001 | 26 | 19 | 2013 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 5 | 1 | 9 | 0 | 11 | 3 | 4 | 4 | 5 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
135 | Krockenberger, Martin | HARVARD UNIVERSITY | 1997 | male | 3 | 0 | 1997 | 9 | 9 | 2006 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 1 | 1 | 0 | 5 | 3 | 3 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
136 | Wittman, David Michael | THE UNIVERSITY OF ARIZONA | 1997 | male | 1 | 13 | 2016 | 10 | 50 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 2 | 0 | 0 | 2 | 0 | 1 | 0 | 1 |  3 | 1 | 2 | 2 | 0 | 2 | 0 | 0 | 1 | 1 | 1 | 3 | 1 | 4 | 3 | 1 | 2 | 5 | 1 | 1 | 6 | 1 | 2 | 6 | 4 |
137 | Chen, Jun | UNIVERSITY OF HAWAII | 1997 | male | 26 | 65 | 2016 | 80 | 219 | 2017 | 6 | 5 | 7 | 3 | 0 | 5 | 2 | 4 | 2 | 2 | 1 | 2 | 2 | 6 | 7 | 7 | 7 | 4 | 3 | 3 | 4 | 4 | 3 | 1 | 1 |  13 | 17 | 18 | 14 | 10 | 8 | 7 | 13 | 7 | 5 | 2 | 8 | 10 | 21 | 27 | 12 | 16 | 15 | 11 | 9 | 10 | 14 | 5 | 8 | 12 |
138 | Fryer, Christopher Lee | THE UNIVERSITY OF ARIZONA | 1997 | male | 1 | 15 | 2011 | 2 | 79 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 7 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 2 | 2 | 1 | 4 | 6 | 9 | 6 | 5 | 3 | 2 | 4 | 6 | 7 | 2 | 6 | 10 |
139 | Lee, David John | AIR FORCE INSTITUTE OF TECHNOLOGY | 1997 | male | 3 | 5 | 2011 | 4 | 45 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 4 | 1 | 1 | 1 | 3 | 4 | 1 | 2 | 0 | 8 | 4 | 1 | 3 | 2 | 5 | 1 | 2 | 2 | 3 | 0 |
140 | Trager, Scott Charles | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 1997 | male | 4 | 7 | 2009 | 5 | 67 | 2017 | 0 | 0 | 0 | 2 | 0 | 2 | 1 | 0 | 2 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 2 | 1 | 2 | 3 | 1 | 2 | 0 | 2 | 1 | 1 | 3 | 2 | 5 | 2 | 4 | 8 | 3 | 7 | 9 | 7 |
141 | Umeda, Hideyuki | THE UNIVERSITY OF MICHIGAN | 1997 | male | 5 | 13 | 2016 | 7 | 82 | 2016 | 0 | 1 | 2 | 0 | 1 | 1 | 0 | 2 | 2 | 0 | 2 | 1 | 0 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 |  0 | 1 | 2 | 0 | 2 | 2 | 2 | 5 | 4 | 2 | 4 | 6 | 2 | 7 | 5 | 5 | 6 | 6 | 3 | 7 | 5 | 3 | 3 | 2 | 5 |
142 | Thakar, Aniruddha R. | THE OHIO STATE UNIVERSITY | 1997 | male | 4 | 1 | 1998 | 4 | 42 | 2015 | 0 | 0 | 0 | 0 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 1 | 0 | 7 | 4 | 3 | 8 | 3 | 3 | 2 | 2 | 1 | 2 | 0 | 3 | 1 | 0 | 1 | 1 | 0 |
143 | Owen, John Michael | THE OHIO STATE UNIVERSITY | 1997 | male | 2 | 2 | 1998 | 5 | 11 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 0 | 0 | 1 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 5 |
144 | Creech-Eakman, M. J. | University of Denver, Department of Physics and Astronomy | 1997 | None | 3 | 4 | 2012 | 3 | 38 | 2016 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 1 | 4 | 4 | 3 | 6 | 2 | 1 | 3 | 1 | 1 | 2 | 2 | 0 | 1 | 2 | 3 | 0 | 1 | 1 |
145 | Gehman, Curtis Scott | THE UNIVERSITY OF MICHIGAN | 1997 | male | 4 | 0 | 1997 | 5 | 0 | 1997 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
146 | Vanlandingham, Karen Michelle | ARIZONA STATE UNIVERSITY | 1997 | female | 3 | 6 | 2005 | 3 | 11 | 2010 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 4 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
147 | Wehlburg, Christine Marie | UNIVERSITY OF FLORIDA | 1997 | female | 1 | 0 | 1997 | 2 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
148 | Yan, Min | HARVARD UNIVERSITY | 1997 | male | 7 | 5 | 2001 | 9 | 10 | 2006 | 1 | 1 | 2 | 0 | 1 | 2 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 3 | 0 | 2 | 2 | 2 | 2 | 1 | 3 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
149 | Zhu, Yong | PRINCETON UNIVERSITY | 1997 | male | 4 | 6 | 2016 | 10 | 79 | 2017 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 3 |  3 | 0 | 4 | 0 | 0 | 3 | 0 | 0 | 0 | 4 | 2 | 5 | 0 | 3 | 2 | 1 | 2 | 1 | 3 | 3 | 14 | 3 | 17 | 11 | 6 |
150 | Saraniti, David W. | STANFORD UNIVERSITY | 1997 | male | 2 | 0 | 1997 | 2 | 0 | 1997 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
151 | Herrnstein, James Rezso | HARVARD UNIVERSITY | 1997 | male | 4 | 4 | 2005 | 8 | 12 | 2005 | 0 | 0 | 0 | 0 | 1 | 3 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 5 | 2 | 2 | 2 | 1 | 2 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
152 | Zesta, Eftyhia | BOSTON UNIVERSITY | 1997 | female | 1 | 8 | 2011 | 4 | 49 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 0 | 2 | 0 | 1 | 4 | 2 | 7 | 2 | 3 | 3 | 2 | 2 | 6 | 0 | 1 | 3 | 3 | 1 | 4 | 0 | 3 |
153 | Thomas, Eugene Russell | COLUMBIA UNIVERSITY | 1997 | male | 1 | 5 | 2015 | 4 | 14 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 2 | 0 |  0 | 0 | 0 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 4 | 2 | 0 | 0 | 0 | 1 | 1 | 2 | 0 |
154 | Bolesta, Jeffery W. | UNIVERSITY OF HAWAII | 1997 | male | 2 | 0 | 1997 | 2 | 1 | 1998 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
155 | Kumar, Ashok | THE JOHNS HOPKINS UNIVERSITY | 1997 | male | 4 | 1 | 2013 | 7 | 50 | 2017 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 2 | 2 | 2 | 1 | 0 | 0 | 2 | 1 | 0 | 3 | 0 | 1 | 1 | 2 | 2 | 2 | 1 | 2 | 1 | 5 | 13 | 7 | 5 |
156 | Collins, Timothy James Bradford | THE UNIVERSITY OF ROCHESTER | 1997 | male | 2 | 6 | 2006 | 2 | 8 | 2006 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
157 | Sosin, Craig Anthony | UNIVERSITY OF CALIFORNIA, BERKELEY | 1997 | male | 6 | 0 | 1997 | 10 | 3 | 2002 | 0 | 0 | 0 | 2 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 4 | 0 | 5 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
158 | Lyons, Torrey Teatsorth | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | male | 1 | 0 | 1997 | 2 | 19 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 6 | 8 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
159 | Nicholas, Jonathan Mark | UNIVERSITY OF DELAWARE | 1997 | male | 1 | 0 | 1997 | 2 | 1 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
160 | Araya, Rafael A. | THE JOHNS HOPKINS UNIVERSITY | 1997 | male | 3 | 1 | 1999 | 3 | 1 | 1999 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
