n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
177 | Crosthwaite, Lucian Patrick | University of California, Los Angeles | 2001 | male | 3 | 3 | 2007 | 4 | 8 | 2012 | 0 | 0 | 0 | 0 | 1 | 2 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 3 | 1 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
178 | Macri, Lucas Matias | Harvard University | 2001 | male | 8 | 7 | 2016 | 32 | 62 | 2017 | 0 | 0 | 0 | 1 | 1 | 6 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 1 | 1 |  0 | 2 | 4 | 9 | 10 | 7 | 1 | 4 | 2 | 2 | 6 | 2 | 1 | 3 | 3 | 6 | 3 | 4 | 2 | 7 | 13 |
179 | Mahdavi, Andisheh | Harvard University | 2001 | female | 9 | 9 | 2014 | 10 | 33 | 2016 | 1 | 1 | 1 | 2 | 1 | 3 | 0 | 0 | 1 | 2 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 |  1 | 1 | 1 | 2 | 1 | 4 | 3 | 0 | 2 | 2 | 2 | 3 | 3 | 3 | 0 | 1 | 7 | 1 | 4 | 1 | 1 |
180 | Berlind, Andreas Alan | The Ohio State University | 2001 | male | 4 | 6 | 2010 | 6 | 88 | 2017 | 0 | 1 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 3 | 2 | 3 | 2 | 5 | 6 | 6 | 2 | 2 | 2 | 6 | 9 | 4 | 7 | 5 | 22 | 3 |
181 | Holder, Gilbert Patrick | The University of Chicago | 2001 | male | 5 | 12 | 2014 | 15 | 107 | 2017 | 1 | 0 | 0 | 0 | 1 | 3 | 2 | 2 | 3 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 |  1 | 0 | 2 | 1 | 6 | 5 | 3 | 7 | 6 | 1 | 0 | 2 | 2 | 2 | 10 | 9 | 12 | 16 | 10 | 13 | 13 |
182 | Harikumar, Jayashree | University of Alaska Fairbanks | 2001 | female | 1 | 0 | 2001 | 2 | 1 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
183 | Jain, Raj Kumar | Yale University | 2001 | male | 4 | 9 | 2013 | 11 | 30 | 2016 | 0 | 0 | 0 | 1 | 0 | 3 | 2 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 0 | 0 |  0 | 0 | 3 | 1 | 1 | 6 | 3 | 1 | 1 | 0 | 1 | 3 | 0 | 3 | 1 | 2 | 4 | 6 | 3 | 0 | 2 |
184 | Hillegonds, Darren Jay | Purdue University | 2001 | male | 1 | 0 | 2001 | 1 | 7 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
185 | Javorsek, Daniel, II | Purdue University | 2001 | male | 3 | 2 | 2012 | 3 | 11 | 2014 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 3 | 2 | 1 | 0 | 0 |
186 | Brill, Brian Eric | The University of North Carolina at Chapel Hill | 2001 | male | 1 | 0 | 2001 | 1 | 0 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
187 | Knauth, David C. | The University of Toledo | 2001 | male | 3 | 8 | 2017 | 8 | 15 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 4 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 1 | 0 | 1 | 4 | 1 | 6 | 3 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
188 | Miocinovic, Predrag | University of California, Berkeley | 2001 | male | 1 | 1 | 2003 | 14 | 47 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 3 | 2 | 3 | 2 | 4 | 4 | 7 | 9 | 8 | 8 | 3 | 3 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 2 |
189 | Beck, Tracy Lea | State University of New York at Stony Brook | 2001 | female | 3 | 9 | 2012 | 9 | 52 | 2016 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 1 | 2 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 2 | 0 | 4 | 0 | 2 | 4 | 1 | 4 | 5 | 4 | 3 | 7 | 2 | 5 | 4 | 6 | 2 | 3 |
190 | Morgan, Rhonda Michelle | The University of Arizona | 2001 | female | 1 | 0 | 2001 | 1 | 3 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
191 | Benedetti, Laura Robin | University of California, Berkeley | 2001 | female | 2 | 0 | 2001 | 2 | 13 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 3 | 0 | 2 | 0 | 0 | 1 | 1 | 1 |
192 | Hillwig, Todd Christopher | Indiana University | 2001 | male | 3 | 10 | 2017 | 6 | 28 | 2017 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 2 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 2 |  0 | 0 | 1 | 0 | 4 | 1 | 1 | 0 | 2 | 0 | 1 | 1 | 5 | 1 | 2 | 2 | 3 | 3 | 0 | 3 | 2 |
193 | Leddon, Deborah Lynn | University of North Texas | 2001 | female | 1 | 0 | 2001 | 1 | 1 | 2002 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
194 | Barclay, Bryan M. | Utah State University | 2001 | male | 1 | 0 | 2001 | 1 | 0 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
195 | Rockosi, Constance Mary | The University of Chicago | 2001 | female | 1 | 1 | 2002 | 17 | 97 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 2 | 7 | 7 | 14 | 5 | 9 | 2 | 10 | 6 | 9 | 5 | 6 | 10 | 6 | 4 | 4 | 3 | 4 |
196 | Teter, Marcus Alton | Montana State University | 2001 | male | 1 | 0 | 2001 | 1 | 5 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
197 | Hueckstaedt, Robert Michael | UNIVERSITY OF FLORIDA | 2001 | male | 2 | 5 | 2006 | 3 | 8 | 2010 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 4 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
198 | Yang, Shu | New Jersey Institute of Technology | 2001 | male | 3 | 22 | 2016 | 25 | 126 | 2017 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 1 | 5 | 5 | 1 | 3 | 1 | 1 | 0 | 1 |  3 | 3 | 5 | 3 | 6 | 5 | 5 | 6 | 2 | 4 | 9 | 8 | 11 | 17 | 12 | 7 | 11 | 5 | 9 | 6 | 9 |
199 | Wagner, Donald Russell | UNIVERSITY OF CALIFORNIA, BERKELEY | 2001 | male | 2 | 1 | 2009 | 5 | 4 | 2015 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 1 | 0 |
200 | Castellano, Timothy Paul | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 2001 | male | 3 | 3 | 2004 | 3 | 3 | 2004 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
201 | Otte, Birgit | THE UNIVERSITY OF WISCONSIN - MADISON | 2001 | female | 4 | 5 | 2006 | 5 | 8 | 2009 | 1 | 0 | 0 | 1 | 0 | 2 | 1 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 2 | 0 | 2 | 1 | 2 | 1 | 0 | 3 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
202 | O'Brien, Thomas Paul, III | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 2001 | male | 7 | 14 | 2016 | 9 | 49 | 2017 | 0 | 0 | 0 | 0 | 4 | 3 | 3 | 3 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 3 | 1 |  0 | 0 | 1 | 0 | 5 | 3 | 3 | 4 | 4 | 2 | 4 | 1 | 4 | 1 | 0 | 1 | 0 | 4 | 3 | 12 | 4 |
203 | Palma, Christopher | University of Virginia Department of Astronomy | 2001 | male | 4 | 3 | 2003 | 8 | 11 | 2013 | 0 | 0 | 0 | 0 | 3 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 0 | 1 | 3 | 2 | 3 | 2 | 0 | 2 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 |
204 | Urquhart, Andrew Lee | RICE UNIVERSITY | 2001 | male | 2 | 0 | 2001 | 6 | 0 | 2001 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
205 | Wang, Chih-Yueh | UNIVERSITY OF VIRGINIA | 2001 | male | 7 | 30 | 2016 | 14 | 154 | 2017 | 0 | 0 | 0 | 0 | 2 | 5 | 2 | 2 | 1 | 3 | 1 | 1 | 2 | 3 | 2 | 3 | 2 | 2 | 4 | 1 | 1 |  0 | 1 | 2 | 1 | 3 | 7 | 5 | 9 | 4 | 10 | 7 | 7 | 17 | 11 | 10 | 14 | 10 | 11 | 12 | 10 | 13 |
206 | Gardiner, Thomas Anthony | THE UNIVERSITY OF ROCHESTER | 2001 | male | 4 | 4 | 2008 | 6 | 15 | 2011 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 3 | 2 | 1 | 2 | 0 | 1 | 1 | 5 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |
207 | Peeters Weem, Jan Peter | UNIVERSITY OF COLORADO AT BOULDER | 2001 | male | 1 | 0 | 2001 | 1 | 0 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
208 | Tichy, Wolfgang | CORNELL UNIVERSITY | 2001 | male | 4 | 14 | 2017 | 4 | 39 | 2017 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 2 | 1 | 0 | 1 | 1 | 1 | 2 | 0 | 3 | 1 | 0 | 0 | 1 | 0 |  0 | 0 | 1 | 0 | 1 | 2 | 0 | 2 | 3 | 0 | 4 | 3 | 3 | 6 | 1 | 3 | 3 | 3 | 3 | 2 | 0 |
209 | Ozkan, Nalan | THE OHIO STATE UNIVERSITY | 2001 | female | 1 | 0 | 2001 | 1 | 18 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 2 | 1 | 0 | 2 | 1 | 1 | 4 | 3 | 0 | 2 | 0 |
210 | Watchorn, Steven Ronald | THE UNIVERSITY OF WISCONSIN - MADISON | 2001 | male | 1 | 1 | 2010 | 1 | 1 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
211 | Felder, Gary Neil | STANFORD UNIVERSITY | 2001 | male | 8 | 10 | 2008 | 8 | 18 | 2009 | 0 | 0 | 0 | 2 | 2 | 4 | 4 | 0 | 1 | 0 | 0 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 2 | 4 | 4 | 0 | 3 | 2 | 2 | 4 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
212 | Habgood, Michael-James John | THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL | 2001 | male | 1 | 0 | 2001 | 1 | 0 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
213 | Lee, Jae-Woo | THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL | 2001 | male | 7 | 60 | 2017 | 23 | 225 | 2017 | 0 | 0 | 0 | 3 | 2 | 2 | 3 | 1 | 6 | 2 | 5 | 3 | 4 | 6 | 4 | 3 | 3 | 3 | 4 | 4 | 7 |  0 | 1 | 2 | 6 | 6 | 8 | 10 | 6 | 14 | 14 | 7 | 13 | 14 | 14 | 16 | 7 | 14 | 16 | 25 | 32 | 17 |
214 | Reese, Erik Darryl | THE UNIVERSITY OF CHICAGO | 2001 | male | 2 | 4 | 2012 | 12 | 40 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 8 | 4 | 2 | 1 | 3 | 0 | 2 | 1 | 1 | 0 | 2 | 5 | 7 | 8 | 4 | 2 | 1 |
215 | Wang, Kelin | UNIVERSITY OF CALIFORNIA, RIVERSIDE | 2001 | female | 11 | 23 | 2017 | 26 | 91 | 2017 | 1 | 1 | 2 | 3 | 1 | 3 | 3 | 1 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 3 | 2 | 4 | 1 | 2 |  1 | 7 | 3 | 4 | 4 | 7 | 5 | 6 | 4 | 2 | 5 | 0 | 4 | 4 | 1 | 4 | 5 | 8 | 18 | 8 | 11 |
216 | Roberts, William Thomas, Jr. | THE UNIVERSITY OF ARIZONA | 2001 | male | 1 | 2 | 2010 | 2 | 8 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 |
217 | Malyshkin, Leonid M. | PRINCETON UNIVERSITY | 2001 | male | 7 | 12 | 2011 | 10 | 14 | 2011 | 0 | 0 | 0 | 1 | 1 | 5 | 1 | 0 | 0 | 1 | 0 | 1 | 2 | 3 | 3 | 1 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 1 | 2 | 5 | 2 | 0 | 0 | 1 | 0 | 1 | 2 | 3 | 3 | 2 | 0 | 0 | 0 | 0 | 0 |
218 | Gong, Zhigang | UNIVERSITY OF SOUTHERN CALIFORNIA | 2001 | male | 4 | 4 | 2009 | 5 | 11 | 2012 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 1 | 2 | 0 | 2 | 4 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |
219 | Scannapieco, Evan | UNIVERSITY OF CALIFORNIA, BERKELEY | 2001 | male | 9 | 23 | 2017 | 15 | 84 | 2017 | 0 | 1 | 0 | 1 | 3 | 4 | 3 | 2 | 2 | 5 | 4 | 0 | 2 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 |  0 | 1 | 4 | 1 | 5 | 4 | 6 | 5 | 2 | 9 | 7 | 1 | 3 | 11 | 7 | 5 | 5 | 5 | 4 | 3 | 7 |
220 | Pisano, Daniel Joseph, III | THE UNIVERSITY OF WISCONSIN - MADISON | 2001 | male | 6 | 13 | 2014 | 10 | 47 | 2016 | 0 | 0 | 1 | 1 | 2 | 2 | 2 | 1 | 3 | 1 | 0 | 2 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 0 |  2 | 0 | 3 | 1 | 2 | 2 | 2 | 2 | 5 | 2 | 2 | 4 | 2 | 3 | 4 | 5 | 2 | 4 | 3 | 2 | 5 |
221 | Pariev, Vladimir Ivanovich | THE UNIVERSITY OF ARIZONA | 2001 | male | 4 | 5 | 2007 | 7 | 13 | 2012 | 1 | 0 | 1 | 0 | 0 | 2 | 0 | 2 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 0 | 2 | 0 | 0 | 3 | 2 | 4 | 0 | 2 | 0 | 2 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |
222 | Weaver, Benjamin Alan | UNIVERSITY OF CALIFORNIA, BERKELEY | 2001 | male | 8 | 7 | 2015 | 11 | 159 | 2017 | 0 | 1 | 1 | 2 | 0 | 4 | 2 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 1 | 2 | 2 | 0 | 6 | 2 | 2 | 0 | 1 | 3 | 2 | 1 | 0 | 3 | 16 | 23 | 22 | 27 | 15 | 30 |
223 | Hibschman, Johann Allen | UNIVERSITY OF CALIFORNIA, BERKELEY | 2001 | male | 4 | 1 | 2002 | 4 | 1 | 2002 | 0 | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 4 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
224 | Kinion, Darin Shawn | UNIVERSITY OF CALIFORNIA, DAVIS | 2001 | male | 2 | 1 | 2005 | 4 | 11 | 2011 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 0 | 2 | 1 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 3 | 2 | 0 | 0 | 0 | 0 | 0 |
225 | Lepper, Kenneth Errol | OKLAHOMA STATE UNIVERSITY | 2001 | male | 2 | 1 | 2009 | 3 | 2 | 2011 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
226 | Liang, Chyng-Lan | UNIVERSITY OF CALIFORNIA, BERKELEY | 2001 | female | 1 | 1 | 2014 | 1 | 5 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 |
227 | McCullough, Joseph Francis | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 2001 | male | 2 | 0 | 2001 | 6 | 4 | 2012 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 2 | 2 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
228 | Kuchner, Marc Jason | California Institute of Technology | 2001 | male | 5 | 12 | 2017 | 9 | 79 | 2017 | 0 | 0 | 2 | 0 | 2 | 1 | 3 | 4 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 3 | 1 | 3 | 2 | 4 | 5 | 4 | 5 | 7 | 4 | 2 | 3 | 5 | 5 | 6 | 5 | 7 | 10 | 6 |
229 | Rudnick, Gregory Howard | The University of Arizona | 2001 | male | 4 | 5 | 2012 | 5 | 99 | 2017 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 3 | 1 | 6 | 8 | 5 | 10 | 14 | 8 | 14 | 9 | 7 | 4 | 4 | 4 | 2 | 2 |
230 | Bravar, Ulisse | New Mexico State University | 2001 | male | 5 | 2 | 2009 | 32 | 12 | 2015 | 0 | 1 | 0 | 1 | 0 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  3 | 10 | 0 | 5 | 4 | 10 | 1 | 5 | 1 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
231 | Reed, Michael David | Iowa State University | 2001 | male | 3 | 21 | 2016 | 5 | 81 | 2017 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 4 | 1 | 3 | 3 | 0 | 1 | 2 | 2 | 2 | 0 | 1 | 0 | 1 |  0 | 0 | 0 | 0 | 3 | 2 | 2 | 8 | 5 | 3 | 14 | 7 | 0 | 4 | 9 | 10 | 8 | 0 | 3 | 1 | 3 |
232 | Rawlins, Katherine | The University of Wisconsin - Madison | 2001 | female | 1 | 2 | 2011 | 7 | 179 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 5 | 4 | 10 | 9 | 13 | 11 | 12 | 15 | 8 | 11 | 14 | 10 | 17 | 10 | 13 | 16 |
233 | Kuntz, K. D. | Maryland University | 2001 | None | 9 | 9 | 2016 | 13 | 57 | 2017 | 1 | 1 | 1 | 0 | 2 | 4 | 0 | 1 | 0 | 1 | 0 | 0 | 3 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 1 |  1 | 1 | 2 | 0 | 3 | 6 | 1 | 2 | 3 | 4 | 1 | 2 | 4 | 4 | 4 | 4 | 7 | 2 | 6 | 6 | 6 |
234 | Kneller, James Patrick | THE OHIO STATE UNIVERSITY | 2001 | male | 2 | 14 | 2015 | 2 | 27 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 4 | 2 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 3 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 6 | 2 | 0 | 1 | 0 | 1 | 2 | 2 | 1 | 2 | 4 | 1 | 2 | 2 |
