n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
255 | Levine, Joanna Lisa | University of Florida | 2006 | female | 2 | 0 | 2006 | 4 | 2 | 2008 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
256 | Pan, Margaret | California Institute of Technology | 2006 | female | 5 | 7 | 2016 | 7 | 11 | 2016 | 0 | 0 | 0 | 1 | 1 | 3 | 0 | 0 | 1 | 1 | 0 | 3 | 0 | 0 | 0 | 2 |  0 | 1 | 0 | 2 | 1 | 3 | 1 | 1 | 1 | 1 | 1 | 3 | 1 | 0 | 0 | 2 |
257 | Bagherpour, Hamed | The University of Oklahoma | 2006 | male | 2 | 0 | 2006 | 2 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
258 | Cruz, Rachel J. | University of Florida | 2006 | female | 2 | 0 | 2006 | 4 | 1 | 2008 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
259 | Finley, Chad Barrett | Columbia University, New York, USA | 2006 | male | 5 | 1 | 2008 | 18 | 128 | 2017 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 5 | 5 | 7 | 5 | 9 | 9 | 15 | 16 | 11 | 19 | 10 | 13 | 15 |
260 | Heald, George Herbert, Jr. | The University of New Mexico, New Mexico, USA | 2006 | male | 3 | 10 | 2016 | 3 | 98 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 2 | 0 | 1 | 0 | 2 | 2 | 0 | 0 | 2 | 1 |  0 | 0 | 0 | 0 | 0 | 3 | 2 | 0 | 1 | 2 | 6 | 13 | 17 | 8 | 26 | 14 |
261 | Jensen, Derek | University of California, San Diego, California, USA | 2006 | male | 1 | 0 | 2006 | 1 | 11 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 2 | 0 | 1 | 1 | 2 | 2 |
262 | Kelley, Michael Sean | University of Minnesota | 2006 | male | 5 | 10 | 2017 | 13 | 74 | 2017 | 0 | 1 | 1 | 1 | 0 | 2 | 0 | 1 | 2 | 0 | 0 | 0 | 2 | 2 | 1 | 1 |  1 | 2 | 1 | 5 | 1 | 3 | 5 | 4 | 10 | 3 | 10 | 8 | 10 | 10 | 5 | 6 |
263 | Lu, Miao | University of Nevada, Reno | 2006 | female | 1 | 0 | 2006 | 1 | 12 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 2 | 4 | 1 |
264 | Vale, Christopher | University of California, Berkeley | 2006 | male | 1 | 0 | 2006 | 1 | 1 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
265 | Wright, Jason Thomas | University of California, Berkeley, California, USA | 2006 | male | 5 | 15 | 2016 | 22 | 93 | 2017 | 0 | 0 | 0 | 2 | 2 | 1 | 1 | 1 | 3 | 0 | 2 | 1 | 2 | 3 | 0 | 2 |  0 | 0 | 2 | 5 | 9 | 6 | 5 | 6 | 8 | 4 | 13 | 10 | 9 | 11 | 11 | 11 |
266 | Chen, Chenglin | University of Miami | 2006 | male | 19 | 47 | 2017 | 62 | 231 | 2017 | 1 | 3 | 4 | 3 | 5 | 3 | 3 | 5 | 3 | 6 | 7 | 4 | 5 | 4 | 1 | 8 |  3 | 6 | 8 | 14 | 16 | 15 | 12 | 21 | 23 | 22 | 23 | 29 | 18 | 17 | 21 | 31 |
267 | Rockefeller, Gabriel Matthew | The University of Arizona, Arizona, USA | 2006 | male | 5 | 0 | 2006 | 11 | 16 | 2016 | 0 | 0 | 0 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 4 | 6 | 3 | 0 | 3 | 1 | 1 | 5 | 1 | 0 | 1 | 1 |
268 | Ma, Yingjuan | University of Michigan, Michigan, USA | 2006 | female | 12 | 17 | 2017 | 30 | 173 | 2017 | 2 | 1 | 1 | 1 | 3 | 4 | 2 | 3 | 2 | 0 | 2 | 0 | 1 | 3 | 1 | 1 |  4 | 2 | 4 | 4 | 6 | 10 | 6 | 10 | 5 | 11 | 9 | 8 | 12 | 18 | 28 | 48 |
269 | Parikh, Anuj Ramesh | Yale University | 2006 | male | 2 | 13 | 2015 | 5 | 40 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 2 | 0 | 2 | 0 | 3 | 3 | 1 | 0 |  0 | 0 | 0 | 1 | 2 | 2 | 3 | 4 | 6 | 3 | 4 | 1 | 8 | 6 | 2 | 2 |
270 | Spencer, Edmund Augustus | The University of Texas at Austin | 2006 | male | 2 | 5 | 2013 | 4 | 10 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 1 | 2 | 2 | 1 | 1 | 0 | 2 | 1 | 1 | 1 | 1 | 0 |
271 | Attisha, Michael J. | Brown University | 2006 | male | 1 | 0 | 2006 | 6 | 4 | 2010 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 1 | 3 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
272 | Metchev, Stanimir A. | California Institute of Technology, California, USA | 2006 | male | 7 | 5 | 2015 | 9 | 54 | 2017 | 0 | 1 | 1 | 2 | 1 | 2 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 1 | 0 |  0 | 1 | 1 | 3 | 1 | 3 | 4 | 1 | 4 | 1 | 2 | 3 | 3 | 4 | 13 | 13 |
273 | Basu, Shabari | California Institute of Technology, California, USA | 2006 | male | 11 | 7 | 2016 | 21 | 75 | 2017 | 1 | 2 | 1 | 1 | 2 | 4 | 2 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 1 |  3 | 5 | 2 | 3 | 3 | 5 | 4 | 5 | 4 | 12 | 8 | 11 | 12 | 5 | 6 | 7 |
274 | Fevig, Ronald Adrey | The University of Arizona | 2006 | male | 1 | 1 | 2007 | 2 | 3 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
275 | Abbas, Ummi | University of Pittsburgh | 2006 | female | 3 | 4 | 2017 | 3 | 68 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 3 | 3 | 11 | 13 | 4 | 1 | 9 | 6 | 2 | 8 |
276 | Boyle, Latham A. | Princeton University | 2006 | male | 5 | 8 | 2015 | 5 | 9 | 2015 | 0 | 1 | 0 | 2 | 0 | 2 | 0 | 4 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 |  0 | 1 | 0 | 2 | 0 | 2 | 0 | 4 | 0 | 1 | 0 | 1 | 0 | 2 | 1 | 0 |
277 | Allers, Katelyn Natalie | The University of Texas at Austin, Texas, USA | 2006 | female | 3 | 5 | 2016 | 3 | 22 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 1 | 2 | 2 | 3 | 1 | 2 | 1 | 0 | 3 | 1 | 6 | 3 |
278 | Crowder, Jefferson Osborn | Montana State University, Montana, USA | 2006 | male | 1 | 0 | 2006 | 1 | 1 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
279 | Williams, Rik Jackson | The Ohio State University | 2006 | male | 11 | 16 | 2017 | 41 | 117 | 2017 | 2 | 3 | 0 | 1 | 2 | 3 | 3 | 0 | 2 | 2 | 2 | 2 | 1 | 2 | 0 | 0 |  3 | 5 | 3 | 8 | 15 | 7 | 7 | 5 | 8 | 5 | 9 | 16 | 15 | 25 | 15 | 5 |
280 | Yeates, Celeste Marie | The University of North Carolina at Chapel Hill | 2006 | female | 2 | 0 | 2006 | 2 | 0 | 2006 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
281 | Perrin, Marshall Dimsey | University of California, Berkeley | 2006 | male | 4 | 9 | 2015 | 9 | 70 | 2017 | 0 | 0 | 1 | 1 | 0 | 2 | 1 | 1 | 3 | 0 | 0 | 0 | 1 | 0 | 3 | 0 |  0 | 0 | 2 | 2 | 2 | 3 | 4 | 4 | 8 | 5 | 4 | 2 | 2 | 4 | 12 | 18 |
282 | Simmerer, Jennifer Ann | The University of Texas at Austin | 2006 | female | 4 | 2 | 2013 | 7 | 13 | 2014 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 |  0 | 0 | 1 | 2 | 1 | 3 | 0 | 1 | 3 | 1 | 3 | 1 | 2 | 2 | 0 | 0 |
283 | Pan, Margaret Whei-Jie | California Institute of Technology | 2006 | female | 5 | 7 | 2016 | 7 | 10 | 2016 | 0 | 0 | 0 | 1 | 1 | 3 | 0 | 0 | 1 | 1 | 0 | 3 | 0 | 0 | 0 | 2 |  0 | 1 | 0 | 2 | 1 | 3 | 1 | 0 | 1 | 1 | 1 | 3 | 1 | 0 | 0 | 2 |
284 | Kowalski, Piotr | Vanderbilt University | 2006 | male | 5 | 5 | 2014 | 6 | 18 | 2014 | 0 | 0 | 0 | 1 | 0 | 4 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 5 | 2 | 2 | 2 | 3 | 1 | 3 | 2 | 3 | 0 | 0 |
285 | Akiyama, Shizuka | The University of Texas at Austin | 2006 | female | 5 | 1 | 2007 | 11 | 45 | 2017 | 0 | 0 | 2 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 2 | 1 | 4 | 2 | 3 | 5 | 3 | 5 | 1 | 4 | 8 | 3 | 7 | 5 |
286 | Byers, David L. | Utah State University | 2006 | male | 1 | 0 | 2006 | 1 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
287 | Melbourne, Jason | University of California, Santa Cruz | 2006 | male | 6 | 10 | 2013 | 14 | 39 | 2013 | 0 | 1 | 0 | 2 | 2 | 1 | 2 | 2 | 1 | 1 | 1 | 2 | 1 | 0 | 0 | 0 |  0 | 1 | 1 | 4 | 4 | 4 | 3 | 3 | 7 | 5 | 4 | 10 | 7 | 0 | 0 | 0 |
288 | Yokoo, Seiichiro | Texas A&M University | 2006 | male | 1 | 0 | 2006 | 1 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
289 | Ni, Kaixuan | Columbia University | 2006 | male | 3 | 3 | 2011 | 7 | 34 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 3 | 4 | 3 | 3 | 2 | 2 | 8 | 4 | 3 | 3 | 4 | 2 |
290 | Babich, Daniel Michael | Harvard University | 2006 | male | 6 | 5 | 2009 | 6 | 5 | 2009 | 0 | 0 | 0 | 2 | 2 | 2 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 2 | 2 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
291 | Kahre, Melinda A. | New Mexico State University | 2006 | female | 4 | 4 | 2015 | 5 | 30 | 2016 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 2 | 3 | 0 | 1 | 1 | 3 | 1 | 0 | 12 | 7 | 2 | 3 |
292 | Lee, Namhyung | Tufts University | 2006 | None | 1 | 1 | 2008 | 1 | 20 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 3 | 2 | 0 | 2 | 1 | 3 | 2 | 4 |
293 | Krick, Jessica E. | University of Michigan, Michigan, USA | 2006 | female | 3 | 7 | 2016 | 4 | 17 | 2017 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 1 |  0 | 0 | 1 | 1 | 0 | 2 | 1 | 1 | 3 | 0 | 2 | 1 | 0 | 1 | 0 | 6 |
294 | Okutsu, Masataka | Purdue University | 2006 | male | 2 | 1 | 2012 | 2 | 1 | 2012 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
295 | Ahn, Eun-Joo | The University of Chicago, Illinois, USA | 2006 | female | 8 | 2 | 2009 | 11 | 52 | 2016 | 0 | 1 | 3 | 0 | 1 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 1 | 4 | 0 | 1 | 3 | 1 | 0 | 4 | 6 | 8 | 11 | 2 | 9 | 6 | 5 |
296 | Bradley, James Thomson | Brown University | 2006 | male | 2 | 1 | 2010 | 4 | 2 | 2010 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
297 | Dennis, Timothy J. | The University of Iowa | 2006 | male | 2 | 3 | 2009 | 3 | 5 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
298 | Glavich, Carrie | The University of Texas at Dallas, Texas, USA | 2006 | female | 1 | 0 | 2006 | 1 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
299 | Frinchaboy, Peter Michael, III | University of Virginia | 2006 | male | 4 | 6 | 2013 | 12 | 60 | 2017 | 0 | 1 | 0 | 1 | 0 | 2 | 1 | 2 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 |  0 | 1 | 1 | 2 | 3 | 5 | 2 | 3 | 0 | 1 | 4 | 8 | 6 | 12 | 12 | 9 |
300 | Greene, Jenny Emma | Harvard University, Massachusetts, USA | 2006 | female | 10 | 24 | 2016 | 18 | 136 | 2017 | 1 | 0 | 0 | 2 | 2 | 5 | 3 | 1 | 3 | 3 | 3 | 3 | 2 | 3 | 1 | 2 |  3 | 0 | 3 | 2 | 3 | 7 | 4 | 10 | 14 | 7 | 12 | 10 | 16 | 12 | 13 | 25 |
301 | Juric, Mario | Princeton University | 2006 | male | 1 | 0 | 2006 | 27 | 41 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 1 | 11 | 10 | 3 | 5 | 7 | 2 | 5 | 1 | 8 | 5 | 6 | 0 | 2 |
302 | Kujat, Jens | The Ohio State University, Ohio, USA | 2006 | male | 3 | 0 | 2006 | 3 | 0 | 2006 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
303 | Mazzuca, Lisa M. | University of Maryland, College Park | 2006 | female | 2 | 2 | 2011 | 5 | 4 | 2011 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 1 | 0 | 3 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
304 | Paty, Carol S. | University of Washington | 2006 | female | 3 | 1 | 2008 | 4 | 11 | 2017 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 3 | 0 | 2 | 1 | 0 | 0 | 2 | 2 | 2 | 1 | 0 |
305 | Sharma, Prateek | Princeton University | 2006 | male | 3 | 13 | 2014 | 4 | 47 | 2017 | 0 | 0 | 1 | 0 | 0 | 2 | 4 | 1 | 2 | 2 | 1 | 2 | 0 | 1 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 2 | 4 | 1 | 3 | 4 | 2 | 9 | 6 | 3 | 5 | 8 |
306 | Walsh, Kevin J. | University of Maryland, College Park | 2006 | male | 2 | 15 | 2016 | 7 | 51 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 2 | 2 | 1 | 3 | 3 | 1 | 0 | 2 | 1 |  1 | 0 | 0 | 0 | 1 | 5 | 2 | 2 | 5 | 2 | 8 | 5 | 3 | 5 | 10 | 8 |
307 | Brotz, William Joseph | University of Pittsburgh, Pennsylvania, USA | 2006 | male | 1 | 0 | 2006 | 1 | 0 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
308 | Cai, Kai | Indiana University | 2006 | male | 3 | 3 | 2010 | 7 | 6 | 2010 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 2 | 4 | 0 | 1 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |
309 | Favata, Marc | Cornell University | 2006 | male | 4 | 7 | 2014 | 5 | 76 | 2017 | 1 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 2 | 1 | 3 | 0 | 0 | 1 | 0 | 0 |  1 | 0 | 0 | 2 | 0 | 2 | 0 | 1 | 2 | 1 | 3 | 3 | 8 | 14 | 6 | 28 |
310 | Mahadevan, Suvrath | University of Florida | 2006 | None | 1 | 4 | 2014 | 5 | 73 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 3 | 0 | 2 | 0 | 2 | 4 | 3 | 11 | 12 | 10 | 11 | 10 | 9 |
