n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
314 | Wu, Xiaoan | Princeton University | 2007 | male | 15 | 4 | 2015 | 59 | 64 | 2016 | 3 | 1 | 4 | 2 | 3 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 0 |  5 | 8 | 17 | 11 | 13 | 5 | 6 | 5 | 10 | 7 | 7 | 3 | 8 | 10 | 8 |
315 | Yoo, Jaiyul | The Ohio State University | 2007 | None | 10 | 20 | 2016 | 40 | 53 | 2017 | 0 | 1 | 4 | 1 | 2 | 2 | 2 | 3 | 3 | 1 | 2 | 2 | 3 | 1 | 3 |  1 | 4 | 10 | 4 | 15 | 6 | 13 | 7 | 6 | 4 | 2 | 9 | 4 | 3 | 4 |
316 | Zuev, Julia Michelle | University of Colorado at Boulder | 2007 | female | 1 | 0 | 2007 | 1 | 0 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
317 | Burney, Jennifer Anne | Stanford University | 2007 | female | 2 | 0 | 2007 | 3 | 0 | 2007 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
318 | Chan, Chi-Kwan | The University of Arizona | 2007 | female | 3 | 9 | 2015 | 6 | 22 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 3 | 0 | 1 | 1 | 1 | 0 | 3 | 0 |  0 | 0 | 0 | 1 | 3 | 2 | 2 | 3 | 0 | 1 | 2 | 1 | 1 | 5 | 5 |
319 | Polak, Allyson Anne | University of Virginia | 2007 | female | 2 | 0 | 2007 | 6 | 0 | 2007 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
320 | Pandian, Jagadheep D. | Cornell University | 2007 | None | 3 | 6 | 2012 | 4 | 15 | 2013 | 0 | 0 | 0 | 0 | 0 | 3 | 2 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 4 | 2 | 2 | 3 | 3 | 1 | 0 | 0 | 0 |
321 | Tilak, Avanti | The Johns Hopkins University | 2007 | female | 2 | 1 | 2008 | 2 | 5 | 2012 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |
322 | van Adelsberg, Matthew Isaac | Cornell University | 2007 | male | 3 | 3 | 2013 | 8 | 7 | 2013 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 5 | 1 | 1 | 1 | 0 | 2 | 2 | 0 | 0 | 0 |
323 | Yu, Bin | Rice University | 2007 | male | 1 | 5 | 2013 | 4 | 8 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 1 | 1 | 1 | 0 | 1 | 1 | 2 | 1 | 0 | 0 | 3 | 0 | 1 | 0 |
324 | Zhai, Qingtai | Boston University | 2007 | None | 1 | 0 | 2007 | 1 | 1 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |
325 | Allison, Patrick S. | The Ohio State University | 2007 | male | 4 | 6 | 2017 | 22 | 87 | 2017 | 0 | 0 | 0 | 3 | 0 | 1 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 1 | 1 |  0 | 1 | 1 | 15 | 0 | 5 | 18 | 9 | 5 | 12 | 14 | 2 | 9 | 8 | 8 |
326 | Bartlett, Jennifer Lynn | University of Virginia | 2007 | female | 2 | 2 | 2010 | 8 | 49 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 3 | 0 | 4 | 0 | 1 | 1 | 0 | 0 | 2 | 0 | 5 | 28 |
327 | Chung, Aeree | Columbia University | 2007 | female | 5 | 5 | 2012 | 6 | 35 | 2017 | 1 | 0 | 1 | 0 | 1 | 2 | 0 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 0 | 2 | 2 | 1 | 5 | 3 | 3 | 3 | 1 | 3 | 7 | 6 |
328 | Eftekharzadeh, Ardeshir | University of Maryland, College Park | 2007 | male | 1 | 1 | 2012 | 2 | 1 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
329 | Hunt, Stephen | Boston University, Massachusetts, USA | 2007 | male | 2 | 0 | 2007 | 5 | 1 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
330 | Liu, Junjun | California Institute of Technology | 2007 | male | 14 | 48 | 2017 | 54 | 267 | 2017 | 1 | 2 | 3 | 1 | 4 | 3 | 4 | 3 | 5 | 9 | 6 | 9 | 1 | 4 | 3 |  3 | 8 | 10 | 9 | 13 | 11 | 18 | 24 | 26 | 29 | 39 | 39 | 25 | 24 | 21 |
331 | McConnochie, Timothy Hubbard | Cornell University | 2007 | male | 3 | 1 | 2010 | 8 | 29 | 2017 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 1 | 1 | 2 | 2 | 0 | 1 | 2 | 0 | 1 | 11 | 8 | 5 | 0 |
332 | Ng, Chi-Yung | Stanford University | 2007 | male | 7 | 14 | 2015 | 12 | 73 | 2017 | 0 | 1 | 1 | 1 | 1 | 3 | 3 | 1 | 2 | 2 | 2 | 1 | 2 | 1 | 0 |  0 | 2 | 2 | 4 | 1 | 3 | 6 | 5 | 4 | 7 | 7 | 10 | 12 | 9 | 8 |
333 | Sobeck, Jennifer S. | The University of Texas at Austin | 2007 | female | 3 | 1 | 2011 | 3 | 32 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 2 | 0 | 1 | 4 | 3 | 2 | 8 | 6 | 4 |
