n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
63 | Minassian, Eric Azarian | University of California, Davis | 2003 | male | 2 | 0 | 2003 | 2 | 0 | 2003 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
64 | Berendse, Frederick Benton | University of Maryland, College Park | 2003 | male | 1 | 0 | 2003 | 1 | 1 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
65 | Klawikowski, Slade J. | The University of Wisconsin - Madison | 2003 | male | 1 | 0 | 2003 | 3 | 1 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
66 | Richardson, Lee Jeremy | UNIVERSITY OF COLORADO AT BOULDER | 2003 | male | 3 | 2 | 2007 | 3 | 11 | 2007 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 0 | 3 | 4 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
67 | Redfield, Seth Laurens | UNIVERSITY OF COLORADO AT BOULDER | 2003 | male | 6 | 13 | 2017 | 13 | 60 | 2017 | 0 | 0 | 1 | 1 | 2 | 2 | 3 | 0 | 0 | 2 | 3 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 |  1 | 0 | 2 | 3 | 4 | 3 | 3 | 5 | 3 | 4 | 5 | 3 | 4 | 3 | 6 | 1 | 4 | 5 | 6 |
68 | Guimaraes, Antonio Candido De Camargo, Jr. | BROWN UNIVERSITY | 2003 | male | 1 | 0 | 2003 | 3 | 7 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 0 |
69 | Bezaire, Jeffery J. | THE UNIVERSITY OF CHICAGO | 2003 | male | 1 | 0 | 2003 | 2 | 1 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
70 | Runkle, Robert Charles | THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL | 2003 | male | 3 | 1 | 2005 | 4 | 5 | 2010 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 2 | 2 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
71 | Piatek, Jennifer Lynn | University of Pittsburgh | 2003 | female | 2 | 2 | 2007 | 3 | 8 | 2009 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 0 | 1 | 1 | 0 | 1 | 4 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
72 | Beasley, Matthew Nelson | University of Colorado at Boulder | 2003 | male | 1 | 1 | 2004 | 3 | 6 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 1 |
73 | Hardersen, Paul Scott | RENSSELAER POLYTECHNIC INSTITUTE | 2003 | male | 1 | 9 | 2016 | 1 | 25 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 1 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 2 | 0 | 2 | 1 | 4 | 3 | 2 | 5 | 1 |
74 | Burger, Matthew Howard | UNIVERSITY OF COLORADO AT BOULDER | 2003 | male | 4 | 6 | 2014 | 7 | 25 | 2017 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 1 | 0 | 1 | 0 | 0 |  0 | 1 | 2 | 3 | 0 | 1 | 1 | 0 | 2 | 3 | 1 | 1 | 7 | 2 | 2 | 0 | 1 | 2 | 2 |
75 | Crawford, Thomas Mcfarland | THE UNIVERSITY OF CHICAGO | 2003 | male | 1 | 4 | 2016 | 3 | 84 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 |  0 | 0 | 0 | 1 | 0 | 2 | 2 | 1 | 2 | 1 | 2 | 1 | 8 | 9 | 10 | 15 | 8 | 12 | 11 |
76 | O'Malley, Mark Richard | THE UNIVERSITY OF TEXAS AT DALLAS | 2003 | male | 1 | 0 | 2003 | 2 | 0 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
77 | McLin, Kevin M. | UNIVERSITY OF COLORADO AT BOULDER | 2003 | male | 2 | 0 | 2003 | 3 | 15 | 2015 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 9 | 4 | 0 |
78 | Rowland, Carrie Michelle | THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL | 2003 | female | 1 | 1 | 2004 | 2 | 1 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
79 | Peiris, Hiranya Vajramani | PRINCETON UNIVERSITY | 2003 | male | 5 | 8 | 2013 | 9 | 100 | 2017 | 0 | 0 | 2 | 0 | 0 | 3 | 0 | 1 | 2 | 1 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 0 | 7 | 1 | 3 | 5 | 6 | 6 | 3 | 3 | 6 | 5 | 6 | 17 | 8 | 27 |
80 | Mori, Kaya | COLUMBIA UNIVERSITY | 2003 | male | 4 | 10 | 2015 | 14 | 77 | 2017 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 2 | 0 |  0 | 4 | 0 | 2 | 6 | 2 | 5 | 1 | 5 | 4 | 8 | 1 | 1 | 2 | 1 | 6 | 16 | 11 | 9 |
81 | Cline, Kelly Slater | UNIVERSITY OF COLORADO AT BOULDER | 2003 | female | 3 | 2 | 2007 | 4 | 3 | 2007 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
82 | Duda, Gintaras Kazimieras | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 2003 | male | 3 | 2 | 2007 | 3 | 2 | 2007 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
83 | Xu, Yongzhong | UNIVERSITY OF PENNSYLVANIA | 2003 | male | 11 | 34 | 2016 | 26 | 145 | 2017 | 1 | 0 | 3 | 1 | 3 | 3 | 3 | 1 | 6 | 2 | 2 | 4 | 2 | 1 | 3 | 6 | 2 | 0 | 2 |  1 | 0 | 5 | 5 | 9 | 6 | 10 | 7 | 12 | 2 | 6 | 11 | 8 | 8 | 7 | 15 | 10 | 16 | 24 |
84 | Aguirre, James Erik | THE UNIVERSITY OF CHICAGO | 2003 | male | 2 | 1 | 2011 | 3 | 84 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 2 | 1 | 3 | 4 | 2 | 0 | 4 | 10 | 11 | 9 | 17 | 8 | 6 | 6 |
85 | Turner, Gary Wayne | IOWA STATE UNIVERSITY | 2003 | male | 3 | 6 | 2015 | 30 | 18 | 2016 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 0 |  7 | 6 | 5 | 6 | 3 | 3 | 3 | 3 | 2 | 1 | 2 | 0 | 0 | 1 | 0 | 2 | 1 | 2 | 1 |
86 | Pokhotelov, Dimitri | DARTMOUTH COLLEGE | 2003 | male | 5 | 5 | 2016 | 6 | 9 | 2016 | 1 | 0 | 1 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |  2 | 0 | 1 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 3 |
87 | de Koning, Curt Andrew | UNIVERSITY OF DELAWARE | 2003 | male | 5 | 6 | 2011 | 6 | 16 | 2017 | 0 | 1 | 0 | 1 | 0 | 3 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 1 | 0 | 3 | 2 | 1 | 1 | 2 | 0 | 1 | 1 | 2 | 3 | 1 | 1 | 0 | 0 |
88 | Winnick, Rebeccah Anne | Yale University | 2003 | female | 2 | 0 | 2003 | 2 | 4 | 2008 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
89 | Padiyar, Sumant Devdas | STATE UNIVERSITY OF NEW YORK AT ALBANY | 2003 | male | 1 | 0 | 2003 | 1 | 0 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
90 | Pooley, David Aaron | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 2003 | male | 5 | 9 | 2012 | 12 | 76 | 2017 | 0 | 0 | 0 | 0 | 3 | 2 | 0 | 1 | 3 | 1 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 3 | 6 | 3 | 1 | 5 | 14 | 4 | 6 | 5 | 5 | 7 | 5 | 6 | 8 | 5 | 3 |
91 | Reilly, Kaice Theodore | STANFORD UNIVERSITY | 2003 | male | 2 | 0 | 2003 | 7 | 16 | 2006 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 2 | 1 | 3 | 7 | 7 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
92 | Ha, Youngsoo | ARIZONA STATE UNIVERSITY | 2003 | male | 1 | 0 | 2003 | 1 | 0 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
93 | Lawrence, Ryan Christopher | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 2003 | male | 2 | 0 | 2003 | 2 | 16 | 2013 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 6 | 7 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
94 | Yawn, Kenneth Ray | TEXAS CHRISTIAN UNIVERSITY | 2003 | male | 2 | 0 | 2003 | 4 | 0 | 2003 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
95 | Cohen, Seth H. | ARIZONA STATE UNIVERSITY | 2003 | male | 2 | 1 | 2006 | 11 | 115 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 3 | 0 | 0 | 3 | 5 | 0 | 1 | 4 | 1 | 6 | 12 | 14 | 18 | 17 | 26 | 10 | 0 | 4 |
96 | Dunn, James Oliver | THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL | 2003 | male | 1 | 1 | 2008 | 4 | 6 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 0 | 2 | 0 | 2 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
97 | Fong, David Ken | UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN | 2003 | male | 4 | 1 | 2006 | 8 | 9 | 2008 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 3 | 3 | 2 | 3 | 1 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
98 | Yan, Haojing | ARIZONA STATE UNIVERSITY | 2003 | female | 6 | 18 | 2016 | 16 | 85 | 2017 | 0 | 0 | 1 | 0 | 1 | 4 | 4 | 3 | 2 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 2 | 2 | 2 |  1 | 1 | 3 | 1 | 4 | 6 | 8 | 9 | 6 | 5 | 5 | 4 | 1 | 8 | 9 | 3 | 5 | 5 | 8 |
99 | Hendrick, Sean Patrick | NORTH CAROLINA STATE UNIVERSITY | 2003 | male | 3 | 1 | 2005 | 4 | 8 | 2014 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 3 | 0 | 1 | 3 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 |
100 | Lotz, Jennifer Mae | THE JOHNS HOPKINS UNIVERSITY | 2003 | female | 4 | 10 | 2017 | 8 | 97 | 2017 | 0 | 0 | 1 | 1 | 0 | 2 | 2 | 0 | 1 | 0 | 2 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 |  1 | 0 | 2 | 2 | 1 | 2 | 6 | 1 | 2 | 14 | 7 | 7 | 9 | 10 | 14 | 7 | 3 | 10 | 3 |
101 | Momjian, Emmanuel | Departmeny of Physics and Astronomy, 177 Chem-Phys Bldg., University of Kentucky, Lexingon, KY 40506 | 2003 | male | 4 | 10 | 2017 | 6 | 72 | 2017 | 0 | 0 | 0 | 0 | 1 | 3 | 1 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 0 |  1 | 0 | 0 | 1 | 1 | 3 | 2 | 6 | 2 | 3 | 5 | 6 | 7 | 10 | 3 | 3 | 3 | 9 | 8 |
102 | Runyan, Marcus Christian | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2003 | male | 3 | 1 | 2008 | 7 | 13 | 2016 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 0 | 5 | 1 | 0 | 0 | 2 | 2 | 1 | 0 | 1 | 2 | 1 | 0 | 2 | 1 |
103 | Zirm, Andrew Wasmuth | THE JOHNS HOPKINS UNIVERSITY | 2003 | male | 2 | 5 | 2012 | 10 | 53 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 4 | 5 | 5 | 7 | 7 | 8 | 4 | 3 | 2 | 2 | 3 | 5 | 3 | 0 | 3 |
104 | Double, Glen Paul | NORTH CAROLINA STATE UNIVERSITY | 2003 | male | 1 | 1 | 2004 | 2 | 2 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
105 | Danforth, Charles Weston | THE JOHNS HOPKINS UNIVERSITY | 2003 | male | 6 | 10 | 2016 | 8 | 60 | 2017 | 0 | 0 | 1 | 2 | 1 | 2 | 0 | 1 | 2 | 0 | 1 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 2 |  0 | 0 | 1 | 3 | 1 | 3 | 0 | 2 | 7 | 2 | 1 | 5 | 5 | 9 | 5 | 7 | 7 | 5 | 3 |
106 | Tremonti, Christina Ann | THE JOHNS HOPKINS UNIVERSITY | 2003 | female | 1 | 0 | 2003 | 2 | 18 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 2 | 0 | 2 | 2 | 0 | 1 | 0 | 2 | 2 | 4 | 1 |
107 | Parker, Jennifer Elizabeth | UNIVERSITY OF MINNESOTA | 2003 | female | 2 | 1 | 2004 | 2 | 10 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 2 | 0 | 0 | 2 |
108 | Fujita, Akimi | COLUMBIA UNIVERSITY | 2003 | female | 2 | 3 | 2009 | 2 | 3 | 2009 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
109 | Lane, Benjamin F. | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2003 | male | 7 | 7 | 2014 | 21 | 32 | 2015 | 0 | 0 | 1 | 2 | 1 | 3 | 1 | 1 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  3 | 5 | 2 | 4 | 2 | 5 | 5 | 5 | 5 | 4 | 2 | 1 | 5 | 0 | 3 | 0 | 1 | 1 | 0 |
110 | Peng, Eric West | THE JOHNS HOPKINS UNIVERSITY | 2003 | male | 2 | 9 | 2016 | 9 | 97 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 3 | 0 | 2 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 2 | 0 | 3 | 4 | 8 | 5 | 8 | 7 | 5 | 3 | 7 | 6 | 6 | 6 | 8 | 11 | 12 |
111 | Strolger, Louis-Gregory | UNIVERSITY OF MICHIGAN | 2003 | male | 2 | 7 | 2017 | 5 | 44 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 |  0 | 0 | 0 | 1 | 2 | 2 | 6 | 2 | 6 | 2 | 2 | 0 | 2 | 2 | 5 | 1 | 4 | 4 | 7 |
112 | Ziskin, Viktor | THE JOHNS HOPKINS UNIVERSITY | 2003 | male | 1 | 0 | 2003 | 1 | 1 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
113 | Chandler, Adam M. | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2003 | male | 3 | 0 | 2003 | 3 | 16 | 2006 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 0 | 1 | 7 | 7 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
114 | Gahbauer, Florian Helmuth | THE UNIVERSITY OF CHICAGO | 2003 | male | 4 | 1 | 2004 | 8 | 17 | 2014 | 0 | 1 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 3 | 0 | 4 | 1 | 4 | 1 | 0 | 5 | 0 | 1 | 0 | 0 | 2 | 3 | 0 | 0 |
115 | de Vries, Christopher Hugh | UNIVERSITY OF MASSACHUSETTS AMHERST | 2003 | male | 1 | 0 | 2003 | 6 | 5 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 2 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 |
116 | Stuart, J. S. | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 2003 | None | 1 | 0 | 2003 | 1 | 8 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 1 |
117 | Jevtic, Nada | THE UNIVERSITY OF CONNECTICUT | 2003 | female | 2 | 0 | 2003 | 3 | 4 | 2012 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 |
118 | Phengchamnan, Surasak | THE UNIVERSITY OF ALABAMA IN HUNTSVILLE | 2003 | male | 1 | 0 | 2003 | 3 | 0 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
119 | Fleysher, Roman | NEW YORK UNIVERSITY | 2003 | male | 3 | 1 | 2004 | 10 | 13 | 2012 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 2 | 0 | 5 | 4 | 2 | 0 | 2 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
120 | Austin, Daniel E. | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2003 | male | 3 | 1 | 2004 | 3 | 4 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 |
121 | Vezolainen, Alexei V. | NEW MEXICO STATE UNIVERSITY | 2003 | male | 2 | 1 | 2004 | 2 | 3 | 2007 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
122 | Abdel-Hadi, Ahmad Hashem | CLEMSON UNIVERSITY | 2003 | male | 1 | 0 | 2003 | 1 | 0 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
123 | Gelbord, Jonathan Mark | THE JOHNS HOPKINS UNIVERSITY | 2003 | male | 2 | 2 | 2009 | 3 | 30 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 0 | 1 | 0 | 2 | 2 | 1 | 0 | 2 | 3 | 4 | 6 | 1 | 1 | 3 | 2 |
