n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
1 | Bailin, Jeremy | The University of Arizona, Arizona, USA | 2004 | male | 4 | 11 | 2014 | 4 | 49 | 2017 | 0 | 0 | 0 | 0 | 2 | 2 | 2 | 0 | 2 | 3 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 2 | 2 | 4 | 2 | 6 | 2 | 5 | 4 | 3 | 4 | 7 | 0 | 6 |
2 | Coil, Alison Laurel | University of California, rkeley, California, USA | 2004 | female | 7 | 9 | 2017 | 22 | 138 | 2017 | 1 | 2 | 1 | 0 | 0 | 3 | 0 | 2 | 1 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 1 | 0 |  1 | 3 | 4 | 4 | 3 | 7 | 6 | 9 | 21 | 9 | 8 | 10 | 10 | 15 | 16 | 5 | 14 | 8 |
3 | Monreal, Benjamin | Massachusetts Institute of Technology, Massachusetts, USA | 2004 | male | 2 | 1 | 2007 | 2 | 15 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 2 | 1 | 2 | 3 | 1 | 0 | 2 | 1 | 0 | 0 |
4 | Schwartz, Michael J. | University of California, s Angeles, California, USA | 2004 | male | 2 | 3 | 2013 | 7 | 25 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  1 | 0 | 1 | 0 | 1 | 4 | 6 | 4 | 4 | 2 | 3 | 0 | 1 | 0 | 3 | 0 | 2 | 0 |
5 | McCabe, Caer-Eve | University of California, s Angeles, California, USA | 2004 | female | 3 | 2 | 2011 | 8 | 16 | 2011 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 3 | 2 | 3 | 2 | 1 | 2 | 1 | 5 | 4 | 1 | 0 | 0 | 0 | 0 | 0 |
6 | Broderick, Avery E. | California Institute of Technology, California, USA | 2004 | male | 6 | 30 | 2016 | 7 | 58 | 2017 | 0 | 1 | 0 | 1 | 2 | 2 | 2 | 5 | 2 | 2 | 5 | 3 | 3 | 1 | 0 | 3 | 2 | 2 |  0 | 1 | 0 | 1 | 3 | 2 | 3 | 6 | 2 | 3 | 8 | 3 | 3 | 5 | 0 | 8 | 7 | 7 |
7 | Barr, Amy Courtright | University of Colorado at Boulder, Colorado, USA | 2004 | female | 2 | 17 | 2017 | 3 | 35 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 2 | 3 | 0 | 3 | 2 | 0 | 0 | 0 | 2 | 3 |  0 | 0 | 0 | 0 | 0 | 3 | 2 | 1 | 3 | 3 | 2 | 4 | 3 | 1 | 2 | 7 | 2 | 4 |
8 | Sabby, Jeffrey Allen | University of Arkansas, Arkansas, USA | 2004 | male | 2 | 1 | 2011 | 12 | 3 | 2014 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  2 | 2 | 0 | 1 | 2 | 5 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 |
9 | Moro-Martin, Maria Amaya | The University of Arizona, Arizona, USA | 2004 | female | 1 | 0 | 2004 | 1 | 0 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
10 | Sievers, Jonathan Leroy | California Institute of Technology, California, USA | 2004 | male | 2 | 2 | 2013 | 10 | 58 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 4 | 4 | 3 | 2 | 2 | 0 | 3 | 5 | 7 | 4 | 5 | 6 | 9 | 8 |
11 | Minor, Christian Parker | University of California, verside, California, USA | 2004 | male | 1 | 0 | 2004 | 1 | 0 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
12 | Schaefer, Gail Helen | State University of New York at Stony Brook, New York, USA | 2004 | female | 2 | 8 | 2016 | 10 | 75 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 2 | 0 | 1 |  1 | 2 | 1 | 0 | 2 | 4 | 1 | 1 | 1 | 2 | 3 | 4 | 10 | 11 | 12 | 9 | 11 | 8 |
13 | Mignone, Andrea | The University of Chicago, Illinois, USA | 2004 | female | 3 | 19 | 2013 | 6 | 68 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 4 | 1 | 3 | 2 | 3 | 3 | 0 | 2 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 4 | 5 | 1 | 4 | 9 | 11 | 4 | 4 | 5 | 7 | 6 | 4 | 5 |
14 | Sui, Linhui | The Catholic University of America, District of Columbia, USA | 2004 | male | 4 | 6 | 2008 | 7 | 11 | 2008 | 0 | 0 | 0 | 1 | 1 | 2 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 4 | 2 | 4 | 3 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
15 | Baiocchi, Dave | The University of Arizona, Arizona, USA | 2004 | male | 1 | 0 | 2004 | 1 | 0 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
16 | Beyer, Ross Alan | The University of Arizona, Arizona, USA | 2004 | male | 2 | 4 | 2017 | 5 | 46 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 1 | 4 | 2 | 2 | 3 | 4 | 0 | 7 | 0 | 5 | 0 | 2 | 2 | 10 |
17 | Socrates, Aristotle | University of California, nta Barbara, California, USA | 2004 | male | 2 | 10 | 2013 | 5 | 19 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 0 | 2 | 1 | 1 | 0 | 2 | 1 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 1 | 2 | 2 | 2 | 0 | 3 | 1 | 3 | 0 | 2 | 4 | 1 | 1 | 0 |
18 | Bosler, Tammy Louise | University of California, vine, California, USA | 2004 | female | 2 | 1 | 2007 | 3 | 4 | 2009 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
19 | Song, Yong-Seon | University of California, vis, California, USA | 2004 | male | 4 | 23 | 2015 | 15 | 44 | 2017 | 0 | 0 | 0 | 0 | 2 | 2 | 2 | 1 | 3 | 1 | 4 | 3 | 3 | 0 | 2 | 2 | 2 | 0 |  1 | 0 | 3 | 4 | 3 | 4 | 4 | 4 | 4 | 3 | 7 | 5 | 4 | 1 | 3 | 3 | 3 | 2 |
20 | Barnes, Rory | University of Washington, Washington, USA | 2004 | male | 4 | 17 | 2015 | 9 | 79 | 2017 | 0 | 0 | 1 | 0 | 0 | 3 | 0 | 3 | 2 | 2 | 3 | 1 | 1 | 0 | 2 | 0 | 3 | 0 |  0 | 0 | 2 | 2 | 0 | 5 | 3 | 5 | 5 | 9 | 6 | 8 | 6 | 4 | 11 | 6 | 11 | 4 |
21 | Barranco, Joseph Andrew | University of California, rkeley, California, USA | 2004 | male | 2 | 7 | 2015 | 2 | 18 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 2 | 4 | 3 | 2 | 1 | 1 | 0 | 2 | 1 |
22 | Campbell, Amy Marie | Georgia State University, Georgia, USA | 2004 | female | 1 | 0 | 2004 | 2 | 5 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 |
23 | Williams, Dawn Renee | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 2004 | female | 4 | 1 | 2013 | 16 | 159 | 2017 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  1 | 0 | 4 | 3 | 3 | 5 | 4 | 19 | 5 | 7 | 10 | 15 | 13 | 11 | 19 | 12 | 13 | 18 |
24 | Alexakis, Alexandros | THE UNIVERSITY OF CHICAGO | 2004 | male | 5 | 5 | 2013 | 6 | 12 | 2016 | 0 | 0 | 0 | 2 | 0 | 3 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 1 | 2 | 0 | 3 | 2 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 2 |
25 | Schroedter, Martin | The University of Arizona, Arizona, USA | 2004 | male | 1 | 4 | 2009 | 26 | 66 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 19 | 6 | 5 | 3 | 2 | 7 | 13 | 8 | 13 | 8 | 5 | 1 | 1 | 0 |
26 | Brittain, Sean David | UNIVERSITY OF NOTRE DAME | 2004 | male | 4 | 9 | 2016 | 7 | 49 | 2016 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 1 | 1 |  0 | 0 | 1 | 1 | 1 | 4 | 2 | 2 | 4 | 1 | 4 | 10 | 5 | 6 | 3 | 8 | 2 | 2 |
27 | Boyda, Edward Kenneth | University of California, rkeley, California, USA | 2004 | male | 2 | 0 | 2004 | 2 | 0 | 2004 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
28 | Barth, Erika L. | UNIVERSITY OF COLORADO AT BOULDER | 2004 | female | 3 | 6 | 2017 | 4 | 11 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 1 | 1 | 2 | 0 | 2 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 2 | 3 |
29 | Kashiv, Yoav | THE UNIVERSITY OF CHICAGO | 2004 | male | 1 | 1 | 2010 | 1 | 4 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 |
30 | Kaplan, David L. | Massachusetts Institute of Technology | 2004 | male | 14 | 29 | 2016 | 19 | 150 | 2017 | 0 | 2 | 2 | 5 | 2 | 3 | 3 | 3 | 2 | 2 | 5 | 1 | 3 | 2 | 1 | 3 | 2 | 2 |  1 | 2 | 2 | 5 | 3 | 6 | 5 | 7 | 10 | 4 | 6 | 5 | 7 | 10 | 14 | 15 | 27 | 32 |
31 | Kargalstev, Oleg | Pennsylvania State University | 2004 | male | 1 | 0 | 2004 | 1 | 0 | 2004 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
32 | Noel-Storr, Jacob | COLUMBIA UNIVERSITY | 2004 | male | 3 | 1 | 2007 | 5 | 13 | 2014 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 3 | 0 | 2 | 1 | 3 | 1 | 3 | 0 | 2 | 0 | 1 | 0 | 0 |
33 | Splaver, Eric Michael | PRINCETON UNIVERSITY | 2004 | male | 2 | 1 | 2005 | 4 | 3 | 2006 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 1 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
34 | Abroe, Matthew Edmund | UNIVERSITY OF MINNESOTA | 2004 | male | 3 | 0 | 2004 | 6 | 3 | 2007 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 2 | 2 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
35 | Afshordi, Niyayesh | PRINCETON UNIVERSITY | 2004 | female | 3 | 0 | 2004 | 4 | 2 | 2011 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |
36 | Lim, Eugene A. | THE UNIVERSITY OF CHICAGO | 2004 | male | 1 | 4 | 2015 | 5 | 33 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 2 | 3 | 2 | 2 | 2 | 4 | 3 | 3 | 2 | 4 | 4 | 4 | 2 | 0 |
37 | Selman, Fernando J. | California Institute of Technology, California, USA | 2004 | male | 4 | 3 | 2013 | 9 | 25 | 2016 | 2 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  4 | 1 | 2 | 0 | 0 | 2 | 2 | 0 | 3 | 4 | 3 | 0 | 5 | 1 | 1 | 1 | 2 | 3 |
38 | Lisle, Jason Paul | UNIVERSITY OF COLORADO AT BOULDER | 2004 | male | 3 | 0 | 2004 | 6 | 1 | 2008 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
39 | Smithtro, Christopher G. | Utah State University, Utah, USA | 2004 | male | 1 | 4 | 2008 | 3 | 5 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
40 | Benson, Bradford Adam | Stanford University, California, USA | 2004 | male | 3 | 2 | 2017 | 4 | 93 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 4 | 8 | 9 | 11 | 17 | 9 | 16 | 12 |
41 | McSwain, M. Virginia | Georgia State University, Georgia, USA | 2004 | female | 5 | 13 | 2014 | 11 | 54 | 2017 | 0 | 0 | 1 | 1 | 1 | 2 | 3 | 0 | 2 | 2 | 1 | 2 | 2 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 2 | 3 | 2 | 4 | 4 | 3 | 9 | 7 | 4 | 7 | 9 | 3 | 1 | 3 | 2 | 1 |
42 | Simcoe, Robert Andrew | California Institute of Technology, California, USA | 2004 | male | 4 | 6 | 2013 | 6 | 44 | 2017 | 0 | 0 | 0 | 1 | 0 | 3 | 0 | 2 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 3 | 1 | 5 | 1 | 0 | 1 | 2 | 8 | 5 | 8 | 4 | 4 | 2 |
43 | Brown, Duncan A. | The University of Wisconsin - Milwaukee, Wisconsin, USA | 2004 | male | 5 | 15 | 2013 | 14 | 201 | 2017 | 1 | 0 | 0 | 0 | 1 | 3 | 2 | 3 | 3 | 1 | 1 | 1 | 0 | 2 | 2 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 3 | 10 | 12 | 6 | 14 | 20 | 22 | 10 | 7 | 23 | 16 | 20 | 8 | 31 |
44 | Raley, Elizabeth | FLORIDA ATLANTIC UNIVERSITY | 2004 | female | 1 | 1 | 2007 | 1 | 3 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
45 | Krauss, Corinne Evalta | UNIVERSITY OF COLORADO AT BOULDER | 2004 | female | 2 | 1 | 2006 | 2 | 4 | 2011 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
46 | Quintana, Elisa V. | UNIVERSITY OF MICHIGAN | 2004 | female | 2 | 6 | 2016 | 6 | 60 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 |  1 | 0 | 1 | 2 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 7 | 12 | 8 | 8 | 8 | 9 | 3 |
47 | Qiao, Ke | BAYLOR UNIVERSITY | 2004 | male | 2 | 2 | 2007 | 2 | 4 | 2014 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |
48 | Savage, Chandra Shannon | THE UNIVERSITY OF ARIZONA | 2004 | male | 4 | 5 | 2009 | 11 | 19 | 2016 | 0 | 0 | 0 | 1 | 0 | 3 | 1 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 3 | 1 | 5 | 3 | 3 | 3 | 0 | 2 | 3 | 1 | 2 | 0 | 1 | 0 | 1 |
49 | Gong, Donglai | Massachusetts Institute of Technology | 2004 | male | 1 | 0 | 2004 | 2 | 3 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 |
50 | Fishbaugh, Kathryn Elspeth | BROWN UNIVERSITY | 2004 | female | 4 | 7 | 2010 | 4 | 17 | 2013 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 1 | 2 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 1 | 0 | 1 | 1 | 1 | 5 | 2 | 0 | 6 | 0 | 1 | 1 | 0 | 0 | 0 |
51 | Fish, Vincent Louis | HARVARD UNIVERSITY | 2004 | male | 3 | 22 | 2016 | 4 | 54 | 2017 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 5 | 6 | 0 | 2 | 1 | 3 | 0 | 0 | 1 | 0 | 2 |  0 | 0 | 0 | 0 | 3 | 1 | 2 | 5 | 8 | 1 | 4 | 3 | 7 | 4 | 1 | 5 | 5 | 7 |
52 | Andre, Sarah L. | NORTHWESTERN UNIVERSITY | 2004 | female | 1 | 0 | 2004 | 1 | 4 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
53 | Merali, Zeeya | BROWN UNIVERSITY | 2004 | male | 1 | 8 | 2016 | 1 | 8 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 3 | 1 | 1 | 1 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 3 | 1 | 1 | 1 |
54 | Bragg, Ann Elizabeth | HARVARD UNIVERSITY | 2004 | female | 3 | 1 | 2005 | 3 | 7 | 2010 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 0 | 1 | 1 | 1 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
55 | Song, Liguo | VANDERBILT UNIVERSITY | 2004 | male | 3 | 1 | 2015 | 19 | 27 | 2016 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 3 | 3 | 2 | 2 | 9 | 3 | 1 | 3 | 1 | 1 | 2 | 4 | 2 | 3 | 2 | 4 | 1 |
56 | Heinke, Craig Owen | HARVARD UNIVERSITY | 2004 | male | 6 | 13 | 2015 | 17 | 112 | 2017 | 0 | 0 | 1 | 0 | 4 | 1 | 2 | 2 | 1 | 0 | 3 | 2 | 0 | 0 | 1 | 1 | 1 | 0 |  0 | 0 | 4 | 4 | 6 | 3 | 5 | 8 | 3 | 4 | 6 | 8 | 9 | 10 | 12 | 13 | 13 | 16 |
57 | Richardson, Dean L. | THE UNIVERSITY OF OKLAHOMA | 2004 | male | 2 | 3 | 2014 | 4 | 3 | 2014 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 2 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |
58 | Tanner, Angelle Maria | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 2004 | female | 2 | 7 | 2015 | 8 | 23 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 |  0 | 2 | 0 | 2 | 1 | 3 | 3 | 4 | 1 | 1 | 3 | 3 | 1 | 3 | 0 | 1 | 1 | 2 |
59 | Jang-Condell, Hannah | HARVARD UNIVERSITY | 2004 | female | 4 | 12 | 2017 | 4 | 25 | 2017 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 0 | 2 | 2 | 1 | 1 | 0 | 1 | 1 | 0 | 2 | 0 |  0 | 0 | 1 | 0 | 1 | 2 | 1 | 0 | 2 | 2 | 1 | 1 | 0 | 3 | 3 | 2 | 4 | 4 |
60 | Venturini, Stefano | State University of New York at Stony Brook, New York, USA | 2004 | male | 2 | 0 | 2004 | 2 | 0 | 2004 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
61 | Mejia, Annie C. | INDIANA UNIVERSITY | 2004 | female | 1 | 0 | 2004 | 4 | 6 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 1 | 1 | 2 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
62 | Anderson, Jennifer Liisa Bath | BROWN UNIVERSITY | 2004 | female | 3 | 3 | 2011 | 6 | 135 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 3 | 2 | 2 | 4 | 4 | 7 | 8 | 6 | 10 | 14 | 21 | 11 | 27 | 14 |
63 | Dai, Xinyu | Pennsylvania State University | 2004 | male | 3 | 16 | 2015 | 12 | 84 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 2 | 1 | 2 | 3 | 3 | 2 | 0 | 2 | 0 | 0 | 1 | 0 |  0 | 0 | 2 | 2 | 2 | 6 | 4 | 4 | 5 | 8 | 5 | 11 | 5 | 10 | 9 | 4 | 10 | 5 |
64 | Young, Patrick Allen | THE UNIVERSITY OF ARIZONA | 2004 | male | 5 | 9 | 2014 | 8 | 36 | 2017 | 0 | 0 | 2 | 0 | 2 | 1 | 2 | 1 | 2 | 0 | 1 | 0 | 0 | 2 | 0 | 1 | 0 | 0 |  0 | 1 | 3 | 0 | 3 | 1 | 3 | 3 | 5 | 0 | 6 | 3 | 0 | 3 | 3 | 3 | 3 | 2 |
65 | Steffen, Aaron T. | THE UNIVERSITY OF WISCONSIN - MADISON | 2004 | male | 4 | 2 | 2007 | 9 | 12 | 2011 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 3 | 3 | 1 | 2 | 3 | 4 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
