n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
85 | Zhyglo, Andriy V. | The University of Chicago | 2009 | male | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
86 | Allen, Graham Scott | Stanford University | 2009 | male | 1 | 1 | 2013 | 21 | 31 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  1 | 1 | 0 | 0 | 4 | 15 | 9 | 8 | 9 | 1 | 1 | 1 | 2 |
87 | Banks, Maria Elaine | The University of Arizona | 2009 | female | 4 | 3 | 2015 | 6 | 21 | 2016 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 0 | 1 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 2 | 2 | 2 | 4 | 2 | 2 | 1 | 0 | 4 | 8 |
88 | Cole, Nathan | Rensselaer Polytechnic Institute | 2009 | male | 2 | 0 | 2009 | 5 | 2 | 2013 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 |
89 | Dundas, Colin Morrisey | The University of Arizona | 2009 | male | 3 | 13 | 2017 | 9 | 33 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 4 | 0 | 1 | 1 | 1 | 3 | 1 |  0 | 0 | 0 | 3 | 3 | 3 | 8 | 4 | 1 | 3 | 3 | 6 | 5 |
90 | Eguchi, Hiroshi | Brown University | 2009 | male | 1 | 0 | 2009 | 3 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
91 | Friedman, Robert Bryan | The University of Chicago | 2009 | male | 5 | 0 | 2009 | 12 | 4 | 2011 | 0 | 0 | 0 | 0 | 3 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 5 | 7 | 3 | 1 | 0 | 0 | 0 | 0 | 0 |
92 | Jamroz, Ben F. | University of Colorado at Boulder | 2009 | male | 3 | 0 | 2009 | 3 | 0 | 2009 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
93 | Kishimoto, Chad T. | University of California, San Diego | 2009 | male | 4 | 0 | 2009 | 6 | 6 | 2017 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 3 | 1 |
94 | Lupu, Roxana-Elena | The Johns Hopkins University | 2009 | female | 4 | 4 | 2016 | 9 | 31 | 2017 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 |  1 | 0 | 2 | 4 | 0 | 2 | 2 | 8 | 3 | 4 | 6 | 1 | 4 |
95 | Murphy, Kendrah | The Johns Hopkins University | 2009 | female | 5 | 3 | 2017 | 9 | 28 | 2017 | 0 | 0 | 0 | 1 | 0 | 4 | 0 | 1 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 6 | 5 | 7 | 2 | 1 | 6 | 3 | 2 |
96 | Oberst, Thomas Edward | Cornell University | 2009 | male | 2 | 2 | 2017 | 3 | 13 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 2 | 4 |
97 | Poller, Brian J. | University of Colorado at Boulder | 2009 | male | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
98 | Sargent, Benjamin A. | University of Rochester | 2009 | male | 4 | 5 | 2014 | 41 | 45 | 2016 | 0 | 0 | 1 | 0 | 0 | 3 | 2 | 1 | 0 | 1 | 1 | 0 | 0 |  8 | 7 | 9 | 4 | 7 | 6 | 12 | 8 | 4 | 6 | 3 | 6 | 6 |
99 | Taylor, Patrick Alan | Cornell University | 2009 | male | 2 | 6 | 2014 | 10 | 32 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 2 | 1 | 0 | 2 | 0 | 0 |  0 | 0 | 1 | 2 | 5 | 2 | 4 | 10 | 1 | 2 | 3 | 5 | 3 |
100 | Knutson, Heather Ann | Harvard University | 2009 | female | 8 | 6 | 2014 | 16 | 88 | 2017 | 0 | 0 | 0 | 4 | 0 | 4 | 1 | 1 | 1 | 0 | 3 | 0 | 0 |  0 | 0 | 3 | 4 | 2 | 7 | 7 | 12 | 7 | 12 | 20 | 8 | 12 |
101 | Littenberg, Tyson Bailey | Montana State University | 2009 | male | 2 | 9 | 2016 | 16 | 91 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 3 | 0 | 2 | 2 |  0 | 0 | 0 | 2 | 1 | 13 | 5 | 3 | 4 | 5 | 16 | 12 | 32 |
102 | Momcheva, Ivelina Gospodinova | The University of Arizona | 2009 | female | 3 | 4 | 2017 | 8 | 67 | 2017 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 1 |  0 | 0 | 4 | 0 | 2 | 2 | 1 | 2 | 6 | 11 | 16 | 12 | 13 |
103 | Perrodin, Delphine Laure Gaelle | The University of Arizona | 2009 | female | 1 | 0 | 2009 | 3 | 21 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 3 | 3 | 12 |
104 | Racusin, Judith Lea | The Pennsylvania State University | 2009 | female | 4 | 3 | 2017 | 29 | 47 | 2017 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 1 |  0 | 1 | 7 | 8 | 6 | 7 | 4 | 6 | 8 | 7 | 2 | 8 | 10 |
105 | Shafee, Rebecca | Harvard University | 2009 | female | 4 | 0 | 2009 | 5 | 1 | 2010 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
106 | Tsang, David Chi-Wah | Cornell University | 2009 | male | 5 | 9 | 2016 | 7 | 11 | 2017 | 0 | 0 | 0 | 0 | 1 | 4 | 0 | 1 | 1 | 3 | 2 | 1 | 1 |  0 | 0 | 0 | 0 | 2 | 5 | 0 | 1 | 1 | 4 | 2 | 1 | 1 |
107 | Wieselquist, William A. | North Carolina State University | 2009 | male | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
108 | Hadjiyska, Elena Ivanova | University of California, Santa Barbara | 2009 | female | 1 | 1 | 2013 | 2 | 13 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 4 | 3 | 4 | 1 |
109 | Desroches, Louis-Benoit | University of California, Berkeley | 2009 | male | 5 | 0 | 2009 | 8 | 1 | 2012 | 0 | 0 | 1 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 3 | 1 | 0 | 3 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
110 | Forestell, Amy Dove | The University of Texas at Austin | 2009 | female | 1 | 0 | 2009 | 2 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
111 | Gharanfoli, Soheila | University of South Carolina | 2009 | female | 2 | 0 | 2009 | 2 | 2 | 2012 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |
112 | Jacobson, Heather R. | Indiana University | 2009 | female | 4 | 8 | 2016 | 6 | 33 | 2017 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 2 | 0 | 1 | 2 | 2 | 1 |  1 | 1 | 0 | 1 | 1 | 2 | 1 | 3 | 1 | 3 | 11 | 9 | 3 |
113 | Kolb, Kelly Jean | The University of Arizona | 2009 | female | 3 | 2 | 2010 | 5 | 3 | 2010 | 1 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 1 | 1 | 2 | 3 | 0 | 0 | 0 | 0 | 0 | 0 |
114 | Lian, Yuan | The University of Arizona | 2009 | male | 2 | 2 | 2012 | 4 | 8 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 2 | 2 | 1 | 2 | 2 | 0 | 0 | 1 |
115 | Sen, Naresh | University of Colorado at Boulder | 2009 | male | 1 | 0 | 2009 | 2 | 2 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 |
116 | Roth, A. Philip, Jr. | University of Maryland, College Park | 2009 | male | 0 | 0 | 2009 | 0 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
117 | Tenyotkin, Valery | The University of North Carolina at Chapel Hill | 2009 | male | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
118 | Welling, Daniel T. | University of Michigan | 2009 | male | 1 | 7 | 2016 | 3 | 22 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 2 | 1 |  0 | 0 | 1 | 0 | 0 | 2 | 3 | 1 | 2 | 2 | 4 | 5 | 5 |
119 | Yang, Hao | Rice University | 2009 | male | 7 | 16 | 2016 | 37 | 93 | 2017 | 0 | 2 | 1 | 1 | 1 | 2 | 3 | 2 | 3 | 2 | 0 | 1 | 5 |  1 | 4 | 11 | 3 | 10 | 8 | 11 | 12 | 22 | 12 | 18 | 5 | 9 |
120 | Zeng, Jianning | University of Maryland, Baltimore County | 2009 | male | 1 | 0 | 2009 | 4 | 5 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 2 | 1 | 1 |
121 | Armentrout, Bryan Keith | The Catholic University of America | 2009 | male | 2 | 0 | 2009 | 4 | 0 | 2009 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
122 | Burin Des Roziers, Edward | University of Colorado at Boulder | 2009 | male | 1 | 0 | 2009 | 3 | 1 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
123 | Kunder, Andrea Malaika | Dartmouth College | 2009 | female | 5 | 10 | 2017 | 5 | 40 | 2017 | 0 | 0 | 0 | 0 | 2 | 3 | 1 | 1 | 1 | 3 | 1 | 1 | 1 |  0 | 0 | 0 | 0 | 2 | 3 | 3 | 5 | 1 | 8 | 7 | 6 | 4 |
124 | Murphy, Nicholas Arnold Echlin | The University of Wisconsin - Madison | 2009 | male | 1 | 0 | 2009 | 5 | 3 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 0 | 3 | 1 | 0 | 0 | 0 | 1 | 0 | 1 |
125 | Sepinsky, Jeremy Francis | Northwestern University | 2009 | male | 5 | 2 | 2014 | 7 | 4 | 2015 | 0 | 1 | 0 | 2 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 2 | 0 | 2 | 0 | 3 | 2 | 0 | 0 | 0 | 1 | 1 | 0 |
126 | Taylor, M. Suzanne | The University of New Mexico | 2009 | female | 3 | 1 | 2013 | 10 | 12 | 2016 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  4 | 0 | 1 | 0 | 3 | 2 | 3 | 1 | 1 | 1 | 0 | 2 | 4 |
127 | Walimuni Devage, Suniti Kumara Karunatillake | Cornell University | 2009 | female | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
128 | Zheng, Chen | Stanford University | 2009 | male | 2 | 3 | 2016 | 8 | 8 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 |  1 | 0 | 0 | 0 | 5 | 2 | 1 | 1 | 1 | 1 | 2 | 1 | 1 |
129 | Altay, Gabriel | Carnegie Mellon University | 2009 | male | 3 | 4 | 2015 | 4 | 8 | 2015 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 2 | 0 | 1 | 0 |  0 | 0 | 1 | 0 | 2 | 1 | 0 | 2 | 2 | 2 | 1 | 1 | 0 |
130 | Brogt, Erik | The University of Arizona | 2009 | male | 13 | 0 | 2009 | 16 | 5 | 2016 | 0 | 0 | 0 | 10 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 10 | 4 | 2 | 2 | 0 | 0 | 0 | 0 | 1 | 2 |
131 | Che, Haihong | University of Maryland, College Park | 2009 | female | 3 | 8 | 2017 | 4 | 8 | 2017 | 0 | 1 | 0 | 0 | 0 | 2 | 1 | 2 | 0 | 1 | 2 | 0 | 1 |  0 | 1 | 1 | 0 | 0 | 2 | 1 | 2 | 0 | 1 | 2 | 0 | 1 |
132 | Giannakis, Dimitrios | The University of Chicago | 2009 | male | 2 | 2 | 2012 | 2 | 4 | 2015 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 1 | 1 | 0 |
133 | Henry, Alaina Louise | University of California, Los Angeles | 2009 | female | 5 | 5 | 2015 | 7 | 29 | 2017 | 0 | 0 | 0 | 2 | 1 | 2 | 1 | 0 | 1 | 2 | 0 | 1 | 0 |  1 | 0 | 0 | 2 | 1 | 3 | 2 | 2 | 3 | 5 | 3 | 6 | 4 |
134 | Joshi, Manasvita | Ohio University | 2009 | female | 3 | 3 | 2016 | 19 | 30 | 2016 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 1 |  1 | 5 | 2 | 6 | 2 | 3 | 1 | 6 | 5 | 2 | 5 | 4 | 7 |
135 | Kilper, Gary K. | Rice University | 2009 | male | 2 | 0 | 2009 | 3 | 3 | 2011 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 0 |
136 | Logan, Daniel William | University of Massachusetts Amherst | 2009 | male | 1 | 0 | 2009 | 4 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
137 | Mortonson, Michael J. | The University of Chicago | 2009 | male | 11 | 6 | 2014 | 11 | 9 | 2014 | 0 | 1 | 0 | 1 | 3 | 6 | 3 | 2 | 0 | 0 | 1 | 0 | 0 |  0 | 1 | 0 | 1 | 3 | 6 | 3 | 2 | 1 | 1 | 2 | 0 | 0 |
138 | Rangwala, Naseem | Rutgers The State University of New Jersey - New Brunswick | 2009 | male | 4 | 3 | 2015 | 4 | 35 | 2016 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 1 | 0 | 0 | 1 | 1 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 16 | 5 | 2 | 3 | 5 | 3 | 1 |
139 | Donley, Jennifer Lynn | The University of Arizona | 2009 | female | 6 | 2 | 2012 | 17 | 24 | 2017 | 0 | 2 | 1 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |  1 | 3 | 5 | 1 | 5 | 2 | 3 | 3 | 4 | 5 | 5 | 2 | 0 |
140 | Carey, Christopher S. | The University of Wisconsin - Madison | 2009 | male | 3 | 0 | 2009 | 3 | 0 | 2009 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
141 | Kanneganti, Srikrishna | University of Virginia | 2009 | male | 2 | 0 | 2009 | 3 | 1 | 2010 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
142 | Vladimirov, Andrey | North Carolina State University | 2009 | male | 4 | 2 | 2012 | 8 | 8 | 2014 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 4 | 2 | 1 | 3 | 1 | 2 | 1 | 0 | 0 |
143 | Shojaei, Hamed | Indiana University | 2009 | male | 1 | 0 | 2009 | 4 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
144 | McGreer, Ian D. | Columbia University | 2009 | male | 4 | 6 | 2016 | 6 | 59 | 2017 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 1 | 0 | 1 | 1 | 1 | 1 |  0 | 0 | 1 | 0 | 2 | 3 | 3 | 6 | 5 | 6 | 6 | 13 | 12 |
145 | Chatterjee, Suchetana | University of Pittsburgh | 2009 | female | 11 | 9 | 2017 | 40 | 81 | 2017 | 3 | 2 | 1 | 2 | 1 | 2 | 1 | 1 | 1 | 2 | 1 | 2 | 0 |  5 | 6 | 7 | 6 | 8 | 8 | 5 | 7 | 10 | 10 | 12 | 16 | 13 |
146 | Kargar, Alireza | Kansas State University | 2009 | male | 1 | 0 | 2009 | 1 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
147 | Erickcek, Adrienne L. | California Institute of Technology | 2009 | female | 7 | 6 | 2016 | 10 | 13 | 2017 | 0 | 0 | 2 | 1 | 2 | 2 | 0 | 2 | 0 | 1 | 1 | 1 | 1 |  1 | 0 | 2 | 2 | 3 | 2 | 0 | 2 | 2 | 2 | 2 | 1 | 3 |
148 | Landuyt, William, III | Yale University | 2009 | male | 4 | 1 | 2012 | 4 | 3 | 2012 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 3 | 0 | 0 | 0 | 0 |
149 | Armitage-Caplan, Charmaine Rose | University of Illinois at Urbana-Champaign | 2009 | female | 2 | 2 | 2012 | 2 | 37 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 30 | 5 | 0 |
150 | Baum, Lauris M. | The University of North Carolina at Chapel Hill | 2009 | male | 4 | 0 | 2009 | 4 | 0 | 2009 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
151 | Ross, Ashley Jacob | University of Illinois at Urbana-Champaign | 2009 | female | 5 | 10 | 2017 | 6 | 93 | 2017 | 0 | 0 | 1 | 1 | 1 | 2 | 1 | 3 | 1 | 1 | 1 | 2 | 0 |  0 | 0 | 1 | 1 | 1 | 3 | 2 | 8 | 12 | 11 | 16 | 10 | 21 |
152 | Smith, Christel Johanna | University of California, San Diego | 2009 | female | 4 | 1 | 2010 | 13 | 21 | 2017 | 0 | 0 | 1 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 2 | 2 | 6 | 6 | 1 | 1 | 2 | 3 | 4 | 3 |
153 | Thomas, Cristina Ana | Massachusetts Institute of Technology | 2009 | female | 3 | 6 | 2016 | 7 | 28 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 2 | 1 | 0 | 1 | 0 | 1 |  0 | 0 | 0 | 2 | 3 | 2 | 3 | 8 | 2 | 2 | 2 | 4 | 6 |
154 | Wang, Peng | Stanford University | 2009 | male | 11 | 18 | 2017 | 54 | 149 | 2017 | 1 | 3 | 2 | 0 | 2 | 3 | 3 | 0 | 4 | 1 | 4 | 2 | 3 |  9 | 6 | 3 | 2 | 4 | 30 | 60 | 26 | 15 | 4 | 14 | 15 | 11 |
155 | Howard, Douglas A. | George Mason University | 2009 | male | 1 | 0 | 2009 | 2 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
156 | Park, Shinae | Harvard University | 2009 | female | 10 | 5 | 2016 | 29 | 29 | 2017 | 4 | 1 | 0 | 1 | 2 | 2 | 2 | 0 | 2 | 0 | 0 | 0 | 1 |  5 | 4 | 2 | 4 | 7 | 7 | 2 | 2 | 8 | 3 | 4 | 4 | 4 |
157 | Penteado, Paulo Fernando | The University of Arizona | 2009 | male | 2 | 2 | 2010 | 7 | 4 | 2012 | 0 | 1 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 3 | 1 | 0 | 0 | 3 | 2 | 0 | 2 | 0 | 0 | 0 | 0 |
158 | Rice, Emily Lucille | University of California, Los Angeles | 2009 | female | 2 | 4 | 2016 | 8 | 32 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 1 |  0 | 0 | 1 | 3 | 3 | 1 | 5 | 0 | 4 | 5 | 3 | 7 | 4 |
159 | Smith, Peter Hollingsworth | The University of Arizona | 2009 | male | 3 | 0 | 2009 | 34 | 15 | 2015 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  10 | 2 | 6 | 4 | 9 | 3 | 7 | 2 | 2 | 3 | 0 | 1 | 0 |
160 | Turk, Matthew J. | Stanford University | 2009 | male | 2 | 5 | 2012 | 6 | 22 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 2 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 4 | 4 | 3 | 3 | 4 | 3 | 1 | 3 |
161 | Lauburg, Vanessa Michelle | University of Maryland, College Park | 2009 | female | 1 | 0 | 2009 | 3 | 0 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
162 | Blake, Cullen H. | Harvard University | 2009 | male | 9 | 2 | 2011 | 43 | 44 | 2017 | 1 | 1 | 0 | 1 | 5 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |  2 | 6 | 7 | 6 | 16 | 6 | 4 | 5 | 4 | 7 | 2 | 10 | 7 |
163 | Konopacky, Quinn Morgan | University of California, Los Angeles | 2009 | male | 3 | 5 | 2016 | 8 | 36 | 2017 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 2 |  1 | 1 | 1 | 3 | 1 | 1 | 3 | 3 | 2 | 4 | 3 | 7 | 9 |
164 | Leisner, Jared Scott | University of California, Los Angeles | 2009 | male | 4 | 2 | 2013 | 11 | 22 | 2016 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 |  0 | 4 | 3 | 2 | 0 | 2 | 5 | 8 | 1 | 5 | 2 | 0 | 1 |
165 | Mehl, Jared Joseph | University of California, Berkeley | 2009 | male | 2 | 0 | 2009 | 8 | 52 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 6 | 8 | 9 | 11 | 12 | 6 | 5 | 1 |
166 | Polsgrove, Daniel Edward | University of Minnesota | 2009 | male | 2 | 0 | 2009 | 2 | 0 | 2009 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
167 | Semisch, Christopher | University of Pennsylvania | 2009 | male | 1 | 0 | 2009 | 18 | 11 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 4 | 13 | 7 | 3 | 1 | 0 | 0 | 0 | 0 |
168 | Tata, Ramarao | University of Central Florida | 2009 | male | 2 | 0 | 2009 | 6 | 12 | 2014 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 2 | 3 | 2 | 1 | 3 | 2 | 4 | 0 | 0 |
