 n |  name |  university |  phd_year |  gender |  fa_n_pubs_pre_phd |  fa_n_pubs_prost_phd |  fa_year_last |  all_n_pubs_pre_phd |  all_n_pubs_prost_phd |  all_year_last |  fa_1992 |  fa_1993 |  fa_1994 |  fa_1995 |  fa_1996 |  fa_1997 |  fa_1998 |  fa_1999 |  fa_2000 |  fa_2001 |  fa_2002 |  fa_2003 |  fa_2004 |  fa_2005 |  fa_2006 |  fa_2007 |  fa_2008 |  fa_2009 |  fa_2010 |  fa_2011 |  fa_2012 |  fa_2013 |  fa_2014 |  fa_2015 |  fa_2016 |  all_1992 |  all_1993 |  all_1994 |  all_1995 |  all_1996 |  all_1997 |  all_1998 |  all_1999 |  all_2000 |  all_2001 |  all_2002 |  all_2003 |  all_2004 |  all_2005 |  all_2006 |  all_2007 |  all_2008 |  all_2009 |  all_2010 |  all_2011 |  all_2012 |  all_2013 |  all_2014 |  all_2015 |  all_2016 | foo
 90 | Chen, Andrew | COLUMBIA UNIVERSITY | 1997 | male | 4 | 14 | 2015 | 22 | 206 | 2017 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 2 | 3 | 1 | 0 | 1 | 0 | 1 | 7 | 1 | 6 | 2 | 5 | 4 | 6 | 2 | 5 | 8 | 14 | 5 | 9 | 7 | 4 | 14 | 19 | 29 | 23 | 17 | 14 | 7 | 6 | 9 |
 92 | Isenberg, Michael | THE UNIVERSITY OF CHICAGO | 1997 | male | 1 | 2 | 1998 | 1 | 2 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 94 | Ruiz-Nishiky, Milagros | THE UNIVERSITY OF ARIZONA | 1997 | female | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 95 | Smetanka, John J. | THE UNIVERSITY OF CHICAGO | 1997 | male | 1 | 0 | 1997 | 3 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 99 | Kennefick, Daniel John | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | male | 4 | 1 | 1998 | 7 | 19 | 2016 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 1 | 0 | 3 | 0 | 0 | 1 | 2 | 3 | 3 | 1 | 1 |
 100 | Bin, Mei | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | female | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 103 | Scholberg, Kate | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | female | 2 | 5 | 2012 | 21 | 91 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 6 | 1 | 4 | 2 | 1 | 7 | 7 | 9 | 2 | 4 | 3 | 9 | 9 | 3 | 8 | 2 | 5 | 3 | 3 | 5 | 4 | 2 | 4 | 2 | 6 |
 104 | Wellman, Gregory Frank | PRINCETON UNIVERSITY | 1997 | male | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 111 | Jiang, Yibo | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | male | 2 | 11 | 2016 | 9 | 59 | 2017 | 0 | 1 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 2 | 3 | 5 | 0 | 1 | 4 | 1 | 1 | 0 | 5 | 3 | 1 | 2 | 3 | 1 | 3 | 3 | 2 | 7 | 8 | 8 |
 123 | Cao, Yu | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | male | 4 | 1 | 1999 | 15 | 39 | 2017 | 0 | 1 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 3 | 1 | 2 | 3 | 3 | 1 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 1 | 2 | 6 | 3 | 12 |
 131 | Supulver, Kimberley D. | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 1997 | female | 3 | 1 | 2000 | 3 | 19 | 2015 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 9 | 5 | 1 | 0 |
 136 | Wittman, David Michael | THE UNIVERSITY OF ARIZONA | 1997 | male | 1 | 13 | 2016 | 10 | 50 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 2 | 0 | 0 | 2 | 0 | 1 | 0 | 1 | 3 | 1 | 2 | 2 | 0 | 2 | 0 | 0 | 1 | 1 | 1 | 3 | 1 | 4 | 3 | 1 | 2 | 5 | 1 | 1 | 6 | 1 | 2 | 6 | 4 |
 138 | Fryer, Christopher Lee | THE UNIVERSITY OF ARIZONA | 1997 | male | 1 | 15 | 2011 | 2 | 79 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 7 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 2 | 2 | 1 | 4 | 6 | 9 | 6 | 5 | 3 | 2 | 4 | 6 | 7 | 2 | 6 | 10 |
 140 | Trager, Scott Charles | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 1997 | male | 4 | 7 | 2009 | 5 | 67 | 2017 | 0 | 0 | 0 | 2 | 0 | 2 | 1 | 0 | 2 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 1 | 2 | 3 | 1 | 2 | 0 | 2 | 1 | 1 | 3 | 2 | 5 | 2 | 4 | 8 | 3 | 7 | 9 | 7 |
 149 | Zhu, Yong | PRINCETON UNIVERSITY | 1997 | male | 4 | 6 | 2016 | 10 | 79 | 2017 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 3 | 3 | 0 | 4 | 0 | 0 | 3 | 0 | 0 | 0 | 4 | 2 | 5 | 0 | 3 | 2 | 1 | 2 | 1 | 3 | 3 | 14 | 3 | 17 | 11 | 6 |
 153 | Thomas, Eugene Russell | COLUMBIA UNIVERSITY | 1997 | male | 1 | 5 | 2015 | 4 | 14 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 4 | 2 | 0 | 0 | 0 | 1 | 1 | 2 | 0 |
 155 | Kumar, Ashok | THE JOHNS HOPKINS UNIVERSITY | 1997 | male | 4 | 1 | 2013 | 7 | 50 | 2017 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 2 | 1 | 0 | 0 | 2 | 1 | 0 | 3 | 0 | 1 | 1 | 2 | 2 | 2 | 1 | 2 | 1 | 5 | 13 | 7 | 5 |
 157 | Sosin, Craig Anthony | UNIVERSITY OF CALIFORNIA, BERKELEY | 1997 | male | 6 | 0 | 1997 | 10 | 3 | 2002 | 0 | 0 | 0 | 2 | 0 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 4 | 0 | 5 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 158 | Lyons, Torrey Teatsorth | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | male | 1 | 0 | 1997 | 2 | 19 | 2008 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 6 | 8 | 3 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 160 | Araya, Rafael A. | THE JOHNS HOPKINS UNIVERSITY | 1997 | male | 3 | 1 | 1999 | 3 | 1 | 1999 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 161 | Labrador, Allan Wayne | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | male | 5 | 8 | 2011 | 15 | 45 | 2016 | 0 | 1 | 0 | 2 | 0 | 2 | 0 | 1 | 0 | 2 | 0 | 2 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 6 | 1 | 4 | 1 | 2 | 2 | 7 | 0 | 5 | 2 | 6 | 1 | 1 | 5 | 1 | 3 | 1 | 3 | 1 | 2 | 0 | 2 |
 162 | Shrauner, Jay Arthur | PRINCETON UNIVERSITY | 1997 | male | 2 | 1 | 1998 | 4 | 1 | 1998 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 174 | Smith, William Christopher | PRINCETON UNIVERSITY | 1997 | male | 1 | 0 | 1997 | 1 | 1 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 175 | Rhoads, James Ely | PRINCETON UNIVERSITY | 1997 | male | 4 | 19 | 2014 | 15 | 142 | 2017 | 0 | 0 | 1 | 0 | 1 | 2 | 2 | 2 | 2 | 3 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 2 | 0 | 0 | 3 | 1 | 1 | 2 | 3 | 5 | 3 | 5 | 2 | 5 | 2 | 13 | 15 | 13 | 14 | 9 | 5 | 13 | 5 | 10 | 9 | 5 | 6 | 1 | 5 |
 177 | Chandran, Benjamin Divakar Giles | PRINCETON UNIVERSITY | 1997 | male | 4 | 31 | 2015 | 4 | 69 | 2017 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 3 | 2 | 1 | 1 | 5 | 2 | 0 | 1 | 3 | 3 | 3 | 1 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 1 | 4 | 3 | 1 | 1 | 5 | 3 | 0 | 1 | 5 | 6 | 8 | 1 | 2 | 10 | 5 | 5 | 5 |
 178 | Akeson, Rachel Lynn | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | female | 4 | 14 | 2014 | 6 | 64 | 2017 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 2 | 0 | 1 | 1 | 1 | 0 | 2 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 2 | 1 | 1 | 2 | 3 | 3 | 5 | 2 | 7 | 2 | 7 | 5 | 6 | 2 | 4 | 3 | 2 | 4 | 1 | 2 |
 179 | Boffi, Francesca R. | Space Telescope Science Institute | 1997 | female | 3 | 2 | 1999 | 6 | 4 | 2007 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 3 | 1 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 180 | Shiefman, Joseph | THE UNIVERSITY OF ARIZONA | 1997 | male | 1 | 0 | 1997 | 1 | 0 | 1997 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 182 | Korpela, Eric John | UNIVERSITY OF CALIFORNIA, BERKELEY | 1997 | male | 2 | 7 | 2015 | 3 | 70 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 5 | 3 | 6 | 11 | 3 | 0 | 2 | 1 | 9 | 5 | 5 | 3 | 3 | 2 | 3 | 4 | 0 | 4 | 1 |
 190 | Cummings, Alan Keith | UNIVERSITY OF CALIFORNIA, BERKELEY | 1997 | male | 1 | 0 | 1997 | 4 | 4 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
 193 | Ryan, Fintan Danh | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | male | 7 | 0 | 1997 | 7 | 0 | 1997 | 0 | 0 | 0 | 2 | 1 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 196 | Anderson, Albert Jay | UNIVERSITY OF CALIFORNIA, BERKELEY | 1997 | male | 2 | 2 | 2012 | 4 | 22 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 4 | 3 | 2 | 5 | 0 |
 199 | Wilkin, Francis Patrick | UNIVERSITY OF CALIFORNIA, BERKELEY | 1997 | male | 2 | 5 | 2003 | 3 | 8 | 2012 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
 200 | Yu, Theodore Tsu-Sheng | UNIVERSITY OF CALIFORNIA, BERKELEY | 1997 | male | 2 | 1 | 2009 | 2 | 5 | 2013 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
 202 | Freeman, Peter Edward | THE UNIVERSITY OF CHICAGO | 1997 | male | 1 | 7 | 2017 | 1 | 31 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 1 | 3 | 0 | 2 | 1 | 1 | 0 | 1 | 5 | 1 | 2 | 1 | 1 | 1 | 3 | 3 |
 203 | Hooper, Eric Jon | THE UNIVERSITY OF ARIZONA | 1997 | male | 4 | 1 | 1998 | 6 | 17 | 2015 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 3 | 2 | 1 | 4 | 2 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 1 | 0 |
 208 | Bryant, Peter M. | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | male | 2 | 1 | 1999 | 4 | 3 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
 213 | Chun, Mark Richard | THE UNIVERSITY OF CHICAGO | 1997 | male | 1 | 4 | 2010 | 1 | 29 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 4 | 1 | 3 | 1 | 3 | 4 | 4 | 2 | 1 |
 214 | Stout-Batalha, Natalie Marie | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 1997 | female | 1 | 2 | 2000 | 2 | 3 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 220 | Knop, Robert Andrew, Jr. | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1997 | male | 3 | 4 | 2006 | 6 | 32 | 2013 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 1 | 4 | 2 | 2 | 3 | 2 | 3 | 1 | 5 | 4 | 0 | 2 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 |
 231 | Pilla, Ravi P. | COLUMBIA UNIVERSITY | 1997 | male | 2 | 1 | 1998 | 2 | 1 | 1998 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
