n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1993 | fa_1994 | fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1993 | all_1994 | all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
1 | Yildiz, Kazim Orhan | Yale University | 1998 | male | 1 | 1 | 1999 | 7 | 1 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 1 | 1 | 4 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
2 | Meyer, Christian Knowlton | UNIVERSITY OF COLORADO AT BOULDER | 1998 | male | 3 | 2 | 2009 | 5 | 19 | 2016 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 2 | 1 | 1 | 0 | 0 | 1 | 3 | 0 | 1 | 1 | 1 | 1 | 2 | 0 | 1 | 0 | 2 | 2 | 2 | 1 |
3 | Cornwell, Donald Mitchell, Jr. | UNIVERSITY OF MARYLAND COLLEGE PARK | 1998 | male | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
4 | Lehner, Luis | UNIVERSITY OF PITTSBURGH | 1998 | male | 1 | 19 | 2016 | 11 | 101 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 3 | 1 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 2 | 0 | 3 |  0 | 0 | 0 | 3 | 2 | 6 | 4 | 5 | 1 | 4 | 4 | 5 | 6 | 4 | 4 | 8 | 4 | 9 | 3 | 7 | 6 | 12 | 9 | 4 |
5 | Sarlin, Scott Peter | UNIVERSITY OF COLORADO AT BOULDER | 1998 | male | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
6 | Wallin, Bradley Karl | UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN | 1998 | male | 5 | 1 | 1999 | 8 | 1 | 1999 | 0 | 0 | 1 | 0 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 2 | 4 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
7 | Xu, Jing | UNIVERSITY OF CENTRAL FLORIDA | 1998 | female | 4 | 16 | 2016 | 9 | 71 | 2017 | 0 | 3 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 2 | 1 | 1 | 0 | 1 | 2 | 1 | 0 | 0 | 2 | 0 | 0 | 2 | 2 | 1 |  1 | 4 | 1 | 1 | 0 | 2 | 0 | 1 | 3 | 3 | 4 | 1 | 3 | 3 | 6 | 6 | 6 | 5 | 6 | 5 | 3 | 4 | 7 | 3 |
8 | Young, Erik Jordan | THE LOUISIANA STATE UNIVERSITY AND AGRICULTURAL AND MECHANICAL COL. | 1998 | male | 2 | 0 | 1998 | 5 | 19 | 2017 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 3 | 3 | 2 | 2 | 0 | 4 | 0 | 0 | 1 | 0 | 1 | 1 | 0 |
9 | Scheper, Richard Albert | UNIVERSITY OF MARYLAND COLLEGE PARK | 1998 | male | 3 | 1 | 1999 | 3 | 1 | 1999 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
10 | Turtle, Elizabeth Pope | THE UNIVERSITY OF ARIZONA | 1998 | female | 2 | 11 | 2011 | 4 | 64 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 2 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 1 | 2 | 2 | 1 | 6 | 1 | 2 | 7 | 8 | 2 | 2 | 1 | 4 | 6 | 7 | 1 | 3 | 5 | 0 | 5 |
11 | Wang, Frank Ye-Howe | COLUMBIA UNIVERSITY | 1998 | male | 3 | 11 | 2015 | 8 | 31 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 2 | 2 | 0 | 1 | 1 | 0 |  2 | 1 | 1 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 2 | 0 | 1 | 4 | 1 | 3 | 2 | 2 | 3 | 4 | 5 |
12 | Boggs, Steven Edward | UNIVERSITY OF CALIFORNIA, BERKELEY | 1998 | male | 2 | 12 | 2015 | 3 | 210 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 2 | 1 | 0 | 1 | 2 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 0 | 2 | 2 | 0 | 7 | 4 | 5 | 7 | 4 | 3 | 5 | 2 | 1 | 2 | 17 | 53 | 50 | 36 |
13 | Cavallo, Robert Michael | UNIVERSITY OF MARYLAND COLLEGE PARK | 1998 | male | 5 | 3 | 2004 | 8 | 4 | 2005 | 1 | 0 | 0 | 1 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 4 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
14 | Dale, Daniel Allen | CORNELL UNIVERSITY | 1998 | male | 3 | 28 | 2017 | 3 | 161 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 4 | 2 | 4 | 1 | 1 | 2 | 2 | 1 | 1 | 3 | 2 | 1 | 0 | 1 | 0 | 1 | 0 | 1 |  0 | 0 | 0 | 0 | 1 | 2 | 5 | 4 | 8 | 3 | 4 | 7 | 5 | 13 | 14 | 8 | 8 | 12 | 11 | 11 | 14 | 10 | 10 | 6 |
15 | Alves, David Randall | UNIVERSITY OF CALIFORNIA, DAVIS | 1998 | male | 4 | 8 | 2004 | 27 | 48 | 2015 | 0 | 0 | 1 | 1 | 0 | 2 | 1 | 3 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 7 | 11 | 7 | 7 | 13 | 12 | 4 | 3 | 5 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
16 | Papathanassiou, Hariklia | THE PENNSYLVANIA STATE UNIVERSITY | 1998 | female | 2 | 1 | 1999 | 3 | 1 | 1999 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
17 | Piner, Brian Glenn | UNIVERSITY OF MARYLAND COLLEGE PARK | 1998 | male | 5 | 16 | 2016 | 7 | 43 | 2016 | 0 | 0 | 1 | 0 | 2 | 2 | 2 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 1 |  1 | 0 | 1 | 0 | 2 | 3 | 5 | 6 | 5 | 5 | 2 | 4 | 1 | 2 | 1 | 2 | 1 | 1 | 2 | 2 | 1 | 2 | 0 | 1 |
18 | Spahr, Timothy Bruce | UNIVERSITY OF FLORIDA | 1998 | male | 2 | 0 | 1998 | 2 | 27 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 1 | 2 | 3 | 0 | 1 | 9 | 3 | 0 | 0 | 3 | 1 |
19 | Sankrit, Ravi | ARIZONA STATE UNIVERSITY | 1998 | male | 3 | 16 | 2016 | 7 | 54 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 2 | 2 | 1 | 1 | 1 | 1 | 0 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 1 |  0 | 0 | 1 | 2 | 1 | 3 | 2 | 4 | 3 | 2 | 4 | 3 | 2 | 6 | 8 | 6 | 4 | 1 | 1 | 2 | 1 | 3 | 0 | 2 |
20 | Sorkhabi, Osman | UNIVERSITY OF CALIFORNIA, DAVIS | 1998 | male | 2 | 0 | 1998 | 2 | 0 | 1998 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
21 | Wang, Kemei | UNIVERSITY OF NEW HAMPSHIRE | 1998 | male | 4 | 22 | 2017 | 9 | 79 | 2017 | 0 | 0 | 1 | 0 | 0 | 3 | 1 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 3 | 2 | 4 | 1 | 2 |  0 | 0 | 1 | 0 | 5 | 3 | 2 | 3 | 1 | 3 | 5 | 3 | 1 | 3 | 0 | 1 | 4 | 0 | 2 | 5 | 6 | 16 | 7 | 11 |
22 | Liebling, Steven Lawrence | THE UNIVERSITY OF TEXAS AT AUSTIN | 1998 | male | 3 | 11 | 2016 | 5 | 43 | 2016 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 3 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 1 |  0 | 0 | 0 | 1 | 2 | 2 | 3 | 3 | 0 | 1 | 2 | 2 | 1 | 2 | 1 | 3 | 2 | 4 | 1 | 3 | 4 | 4 | 3 | 4 |
23 | Andalib, Saied W. | THE LOUISIANA STATE UNIVERSITY AND AGRICULTURAL AND MECHANICAL COL. | 1998 | male | 2 | 0 | 1998 | 2 | 0 | 1998 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
24 | Rachford, Brian Lee | UNIVERSITY OF WYOMING | 1998 | male | 3 | 7 | 2014 | 3 | 26 | 2014 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 0 | 6 | 1 | 4 | 0 | 0 | 3 | 0 | 1 | 3 | 3 | 2 | 1 | 0 | 1 | 1 | 0 | 0 |
25 | Surace, Jason A. | Institute for Astronomy University of Hawaii 2680 Woodlawn Dr. Honolulu, HI 96822 | 1998 | male | 3 | 5 | 2004 | 5 | 218 | 2017 | 1 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 0 | 0 | 0 | 3 | 2 | 5 | 4 | 1 | 3 | 14 | 9 | 15 | 12 | 11 | 18 | 12 | 20 | 17 | 18 | 17 | 16 | 12 |
26 | Takamiya, Marianne Yasuko | THE UNIVERSITY OF CHICAGO | 1998 | female | 2 | 4 | 2012 | 7 | 20 | 2015 | 0 | 0 | 1 | 0 | 0 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  2 | 0 | 3 | 1 | 0 | 1 | 4 | 0 | 3 | 1 | 0 | 0 | 2 | 1 | 1 | 1 | 0 | 1 | 2 | 1 | 0 | 2 | 1 | 0 |
27 | Uzdensky, Dmitri A. | PRINCETON UNIVERSITY | 1998 | male | 1 | 27 | 2016 | 1 | 55 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 4 | 2 | 2 | 1 | 2 | 4 | 1 | 1 | 1 | 3 | 0 | 1 | 2 | 0 | 2 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 4 | 3 | 2 | 2 | 2 | 4 | 3 | 4 | 2 | 4 | 5 | 4 | 4 | 4 | 6 |
28 | Zhang, Bin | COLUMBIA UNIVERSITY | 1998 | male | 4 | 59 | 2017 | 14 | 282 | 2017 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 7 | 4 | 4 | 1 | 4 | 8 | 7 | 4 | 8 | 6 |  1 | 1 | 5 | 2 | 4 | 1 | 2 | 2 | 5 | 3 | 3 | 6 | 16 | 41 | 26 | 14 | 21 | 17 | 18 | 25 | 14 | 17 | 22 | 25 |
29 | Jones, Irvin Rufus, Jr. | UNIVERSITY OF COLORADO AT BOULDER | 1998 | male | 1 | 0 | 1998 | 1 | 1 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
30 | Roberts, Lewis C., Jr. | GEORGIA STATE UNIVERSITY | 1998 | male | 3 | 19 | 2017 | 11 | 59 | 2017 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 3 | 0 | 1 | 1 | 3 | 1 | 0 | 0 | 4 | 1 |  0 | 1 | 2 | 1 | 4 | 3 | 1 | 2 | 1 | 1 | 2 | 0 | 5 | 2 | 5 | 3 | 4 | 5 | 10 | 3 | 3 | 1 | 8 | 1 |
31 | Chou, Wen-Chien | THE UNIVERSITY OF TEXAS AT AUSTIN | 1998 | male | 1 | 0 | 1998 | 1 | 2 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
32 | Correll, Randall Roland | THE UNIVERSITY OF TEXAS AT AUSTIN | 1998 | male | 1 | 3 | 2006 | 4 | 8 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 4 | 1 | 4 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
33 | Hunt, Thomas D. | INDIANA UNIVERSITY | 1998 | male | 1 | 0 | 1998 | 1 | 2 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |
34 | Morgenthaler, Jeffrey Paul | THE UNIVERSITY OF WISCONSIN - MADISON | 1998 | male | 1 | 5 | 2011 | 3 | 17 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 3 | 6 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 1 | 2 | 1 | 0 |
35 | van Bavel, Gregory Hugh | UNIVERSITY OF MARYLAND COLLEGE PARK | 1998 | male | 1 | 0 | 1998 | 1 | 1 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
36 | Camarda, Karen Dean | UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN | 1998 | female | 2 | 2 | 2009 | 6 | 3 | 2009 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 6 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
37 | Johnson, Thomas James | THE UNIVERSITY OF TEXAS AT AUSTIN | 1998 | male | 2 | 6 | 2015 | 5 | 96 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 |  0 | 0 | 1 | 2 | 1 | 1 | 0 | 0 | 1 | 1 | 2 | 2 | 1 | 0 | 1 | 3 | 22 | 27 | 11 | 9 | 7 | 1 | 6 | 2 |
38 | Sabol, Christopher Andrew | UNIVERSITY OF COLORADO AT BOULDER | 1998 | male | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
39 | Daw, Edward John | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 1998 | male | 1 | 4 | 2012 | 2 | 157 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 2 | 3 | 1 | 9 | 8 | 3 | 5 | 4 | 12 | 10 | 9 | 19 | 8 | 14 | 8 | 29 |
40 | Prabhu, Nagabhushana | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 1998 | male | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
41 | Kaiser, Andras | Yale University | 1998 | male | 2 | 6 | 2012 | 2 | 16 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 3 | 3 | 2 | 1 | 2 | 1 | 0 | 0 | 1 |
42 | Bochner, Brett | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 1998 | male | 2 | 4 | 2015 | 2 | 19 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 2 | 6 | 7 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 |
43 | White, Scott William | THE UNIVERSITY OF WISCONSIN - MADISON | 1998 | male | 1 | 1 | 2006 | 6 | 33 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 0 | 2 | 0 | 2 | 3 | 2 | 1 | 0 | 0 | 1 | 0 | 4 | 2 | 2 | 1 | 1 | 0 | 2 | 1 | 3 | 7 | 2 |
44 | Stewart, Susan Gessner | THE UNIVERSITY OF ALABAMA | 1998 | female | 1 | 3 | 2000 | 3 | 8 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 |
45 | Williams, Darren Mark | THE PENNSYLVANIA STATE UNIVERSITY | 1998 | male | 7 | 9 | 2013 | 11 | 50 | 2017 | 0 | 0 | 2 | 0 | 3 | 2 | 0 | 0 | 0 | 2 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 5 | 4 | 0 | 0 | 1 | 2 | 2 | 4 | 3 | 15 | 1 | 2 | 2 | 2 | 3 | 1 | 2 | 2 | 0 | 2 |
46 | Chesley, Steven Ross | THE UNIVERSITY OF TEXAS AT AUSTIN | 1998 | male | 1 | 6 | 2014 | 1 | 71 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 6 | 3 | 5 | 3 | 2 | 5 | 0 | 0 | 3 | 5 | 3 | 8 | 2 | 6 | 8 | 6 | 4 |
47 | Chen, Wei-Liang | THE JOHNS HOPKINS UNIVERSITY | 1998 | male | 7 | 23 | 2017 | 20 | 81 | 2017 | 0 | 1 | 0 | 3 | 1 | 2 | 0 | 0 | 1 | 1 | 2 | 0 | 2 | 4 | 2 | 4 | 0 | 0 | 1 | 2 | 2 | 0 | 1 | 0 |  0 | 2 | 0 | 8 | 2 | 8 | 2 | 2 | 2 | 3 | 4 | 4 | 9 | 6 | 4 | 6 | 3 | 2 | 4 | 12 | 11 | 2 | 2 | 2 |
48 | Keeton, Charles Randy, II | HARVARD UNIVERSITY | 1998 | male | 5 | 21 | 2011 | 8 | 97 | 2017 | 0 | 0 | 0 | 0 | 2 | 3 | 0 | 3 | 3 | 1 | 4 | 1 | 3 | 3 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 3 | 5 | 3 | 7 | 8 | 4 | 10 | 6 | 10 | 10 | 3 | 8 | 6 | 3 | 5 | 2 | 3 | 4 | 1 | 2 |
49 | Turner, Nils Henning | GEORGIA STATE UNIVERSITY | 1998 | male | 1 | 3 | 2008 | 8 | 127 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 1 | 0 | 2 | 3 | 1 | 2 | 3 | 1 | 0 | 0 | 0 | 4 | 7 | 7 | 9 | 8 | 10 | 23 | 18 | 13 | 8 | 11 | 3 |
50 | Watson, John Kistler | NORTHWESTERN UNIVERSITY | 1998 | male | 3 | 2 | 2005 | 9 | 4 | 2007 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 0 | 1 | 1 | 2 | 3 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
51 | Smutko, Michael Francis | THE UNIVERSITY OF CHICAGO | 1998 | male | 2 | 1 | 1999 | 3 | 4 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 |
