n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
1 | Marsden, Craig Michael | RUTGERS THE STATE UNIVERSITY OF NEW JERSEY - NEW BRUNSWICK | 2000 | male | 1 | 0 | 2000 | 1 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
2 | Polomski, Elisha F. | University of Florida, Department of Astronomy, Gainesville, FL | 2000 | female | 3 | 2 | 2005 | 8 | 31 | 2011 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 1 | 3 | 2 | 1 | 1 | 0 | 2 | 2 | 11 | 7 | 3 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |
3 | Tuttle, Carl Emerson | THE UNIVERSITY OF NEW MEXICO | 2000 | male | 1 | 0 | 2000 | 1 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
4 | Luo, Ning | CLEMSON UNIVERSITY | 2000 | female | 1 | 0 | 2000 | 3 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
5 | Leonor, I. R. | Department of Physics and Astronomy, University of California, Irvine | 2000 | None | 1 | 2 | 2010 | 10 | 96 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  3 | 0 | 3 | 0 | 1 | 3 | 1 | 0 | 2 | 8 | 8 | 3 | 8 | 14 | 15 | 9 | 7 | 16 | 4 | 1 | 0 | 0 |
6 | Kling, Thomas Price | UNIVERSITY OF PITTSBURGH | 2000 | male | 5 | 6 | 2016 | 6 | 10 | 2016 | 0 | 0 | 0 | 0 | 1 | 4 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 1 | 5 | 2 | 1 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 1 |
7 | Bak, Jakob | OHIO UNIVERSITY | 2000 | male | 2 | 0 | 2000 | 2 | 1 | 2001 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
8 | Wittich, Peter | UNIVERSITY OF PENNSYLVANIA | 2000 | male | 1 | 0 | 2000 | 3 | 11 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 3 | 1 | 0 | 0 | 1 |
9 | Taylor, Brian Keith | THE UNIVERSITY OF TENNESSEE | 2000 | male | 2 | 5 | 2011 | 5 | 45 | 2016 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 2 | 0 | 1 | 1 | 0 | 0 | 2 | 2 | 2 | 4 | 4 | 2 | 2 | 4 | 6 | 5 | 5 | 0 | 3 | 4 |
10 | Huey, Gregory Gordon | UNIVERSITY OF PENNSYLVANIA | 2000 | male | 2 | 1 | 2001 | 2 | 9 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 1 | 2 | 1 | 0 |
11 | Garat, Alcides | THE UNIVERSITY OF UTAH | 2000 | male | 3 | 4 | 2015 | 4 | 4 | 2015 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 |  1 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 |
12 | Duman, Timothy Allen | UNIVERSITY OF KANSAS | 2000 | male | 1 | 0 | 2000 | 1 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
13 | Hale, Amy Shell Snyder | UNIVERSITY OF PITTSBURGH | 2000 | female | 2 | 2 | 2013 | 2 | 4 | 2013 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 2 | 0 | 0 | 0 |
14 | Joshi, Kriten J. | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 2000 | None | 4 | 1 | 2001 | 6 | 8 | 2012 | 0 | 0 | 2 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 0 | 4 | 1 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 |
15 | Nair, Vibhat Vijay | UNIVERSITY OF PENNSYLVANIA | 2000 | male | 3 | 0 | 2000 | 3 | 0 | 2000 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
16 | Ohl, Raymond George, IV | UNIVERSITY OF VIRGINIA | 2000 | male | 4 | 0 | 2000 | 8 | 3 | 2013 | 0 | 0 | 0 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 7 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
17 | Hatano, Kazuhito | THE UNIVERSITY OF OKLAHOMA | 2000 | male | 8 | 1 | 2002 | 12 | 7 | 2007 | 0 | 0 | 3 | 1 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 3 | 1 | 4 | 4 | 0 | 3 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
18 | Varieschi, Gabriele Umberto | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 2000 | male | 1 | 6 | 2016 | 3 | 9 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 2 | 0 | 1 |  0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 2 | 0 | 1 |
19 | Will, Lisa Marie | ARIZONA STATE UNIVERSITY | 2000 | female | 2 | 1 | 2001 | 2 | 1 | 2001 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
20 | Bayramian, Andrew James | UNIVERSITY OF CALIFORNIA, DAVIS | 2000 | male | 1 | 0 | 2000 | 1 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
21 | Lee, Soo-Hyoung | UNIVERSITY OF MASSACHUSETTS LOWELL | 2000 | male | 4 | 17 | 2017 | 6 | 117 | 2017 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 1 | 2 | 2 |  1 | 1 | 2 | 0 | 0 | 2 | 2 | 1 | 2 | 0 | 2 | 3 | 2 | 0 | 12 | 26 | 22 | 20 | 9 | 3 | 5 | 5 |
22 | Leonor, Maria Isabel R. | UNIVERSITY OF CALIFORNIA, IRVINE | 2000 | female | 1 | 0 | 2000 | 1 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
23 | Gu, Pin-Gao | THE UNIVERSITY OF TEXAS AT AUSTIN | 2000 | male | 3 | 7 | 2010 | 3 | 18 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 1 | 2 | 2 | 0 | 0 | 0 | 2 | 2 | 0 | 3 | 0 | 3 | 1 | 1 |
24 | Joffre, Michael | The University of Chicago | 2000 | male | 2 | 1 | 2003 | 3 | 3 | 2003 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 3 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
25 | Harlow, Jason John Bradley | THE PENNSYLVANIA STATE UNIVERSITY | 2000 | male | 2 | 0 | 2000 | 7 | 0 | 2000 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 2 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
26 | Ohshima, Yoshimi | Stanford University | 2000 | female | 1 | 0 | 2000 | 1 | 4 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 3 | 0 |
27 | James, Carol Renee | The University of Texas at Austin | 2000 | female | 1 | 0 | 2000 | 2 | 25 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 2 | 0 | 2 | 1 | 2 | 1 | 5 | 2 | 2 | 3 | 3 | 0 |
28 | Oluseyi, Hakeem Muata | Stanford University | 2000 | male | 3 | 3 | 2012 | 4 | 16 | 2017 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 4 | 2 | 2 | 2 |
29 | Heyrovsky, David | HARVARD UNIVERSITY | 2000 | male | 1 | 0 | 2000 | 4 | 16 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 2 | 3 | 0 | 1 | 4 | 0 |
30 | Raines, Steven Nicholas | THE UNIVERSITY OF ROCHESTER | 2000 | male | 2 | 0 | 2000 | 4 | 10 | 2013 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 2 | 0 | 1 | 3 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 0 | 0 | 0 |
31 | Kehm, Karl, IV | WASHINGTON UNIVERSITY | 2000 | male | 1 | 4 | 2009 | 6 | 4 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 1 | 0 | 1 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
32 | Murphy, Thomas Williams, Jr. | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2000 | male | 1 | 10 | 2014 | 3 | 73 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 2 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 0 | 0 |  0 | 0 | 1 | 1 | 0 | 1 | 1 | 2 | 2 | 4 | 0 | 0 | 3 | 4 | 5 | 5 | 7 | 9 | 5 | 6 | 8 | 11 |
33 | Humphreys, Tom Daniel, III | UNIVERSITY OF CALIFORNIA, BERKELEY | 2000 | male | 1 | 0 | 2000 | 1 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
34 | Kaiser, David Isaac | HARVARD UNIVERSITY | 2000 | male | 5 | 4 | 2014 | 9 | 15 | 2017 | 1 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 1 | 0 | 0 |  1 | 1 | 1 | 2 | 2 | 2 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 3 | 0 | 0 | 3 | 4 | 1 | 0 |
35 | Yang, Le Yi | GEORGE MASON UNIVERSITY | 2000 | male | 1 | 8 | 2016 | 2 | 46 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 1 | 0 | 1 |  0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 2 | 2 | 2 | 4 | 5 | 0 | 4 | 3 | 1 | 4 | 1 | 12 |
36 | Zhukov, Vyacheslav Vyacheslavovich | HARVARD UNIVERSITY | 2000 | male | 2 | 0 | 2000 | 3 | 50 | 2016 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 0 | 0 | 1 | 4 | 1 | 5 | 1 | 7 | 5 | 3 | 7 | 4 | 0 | 3 | 0 | 4 | 3 | 2 | 1 |
37 | Krasnopolsky, Ruben | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2000 | male | 2 | 8 | 2012 | 2 | 24 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 3 | 0 | 2 | 1 | 0 | 1 | 1 | 1 | 3 | 1 | 1 | 3 | 3 | 1 |
38 | Manchester, Ward Beecher, IV | UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN | 2000 | male | 2 | 7 | 2014 | 2 | 33 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 2 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 3 | 4 | 2 | 3 | 2 | 3 | 2 | 1 | 2 | 3 | 2 | 3 | 1 | 0 |
39 | Liu, Yifan | UNIVERSITY OF MICHIGAN | 2000 | male | 7 | 80 | 2016 | 24 | 303 | 2017 | 1 | 2 | 0 | 0 | 2 | 2 | 5 | 2 | 2 | 2 | 3 | 7 | 5 | 12 | 7 | 5 | 6 | 7 | 3 | 7 | 4 | 3 |  4 | 3 | 3 | 3 | 3 | 8 | 10 | 7 | 6 | 8 | 13 | 20 | 12 | 31 | 24 | 14 | 12 | 37 | 30 | 37 | 19 | 19 |
40 | Vandehei, Thor | UNIVERSITY OF CALIFORNIA, SAN DIEGO | 2000 | male | 1 | 0 | 2000 | 22 | 20 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 3 | 4 | 6 | 9 | 10 | 4 | 2 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
41 | Phelps, Steven D. | PRINCETON UNIVERSITY | 2000 | male | 1 | 3 | 2013 | 2 | 4 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
42 | Ramirez Santana, Solange Veronica | THE OHIO STATE UNIVERSITY | 2000 | female | 1 | 0 | 2000 | 1 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
43 | Sobczak, Gregory John | HARVARD UNIVERSITY | 2000 | male | 5 | 0 | 2000 | 8 | 3 | 2006 | 0 | 0 | 0 | 0 | 2 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 0 | 0 | 3 | 3 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
44 | Abuzayyad, Tareq Ziad | THE UNIVERSITY OF UTAH | 2000 | male | 1 | 2 | 2011 | 1 | 3 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 |
45 | Fetter, Jonathan Morton | THE UNIVERSITY OF WISCONSIN - MADISON | 2000 | male | 1 | 1 | 2003 | 4 | 1 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
46 | Keller, Kristi Ann | UNIVERSITY OF MINNESOTA | 2000 | female | 3 | 3 | 2005 | 5 | 5 | 2008 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 3 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
47 | Chiang, Eugene | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2000 | male | 7 | 20 | 2013 | 8 | 81 | 2017 | 0 | 2 | 1 | 0 | 2 | 2 | 2 | 5 | 4 | 1 | 1 | 0 | 2 | 2 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 2 | 1 | 0 | 2 | 3 | 2 | 7 | 5 | 2 | 4 | 4 | 6 | 4 | 4 | 4 | 2 | 4 | 5 | 6 | 9 | 11 |
48 | Pallone, Arthur Kunkle | COLORADO SCHOOL OF MINES | 2000 | male | 1 | 1 | 2009 | 1 | 1 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
49 | Heffner, Michael David | UNIVERSITY OF CALIFORNIA, DAVIS | 2000 | male | 1 | 0 | 2000 | 1 | 1 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
50 | Chen, Alan Anlon | Yale University | 2000 | male | 4 | 6 | 2012 | 18 | 99 | 2017 | 2 | 1 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 |  4 | 1 | 3 | 4 | 4 | 2 | 4 | 8 | 14 | 3 | 6 | 5 | 2 | 8 | 2 | 11 | 8 | 6 | 7 | 2 | 3 | 6 |
51 | Dahle, Hakon | UNIVERSITY OF HAWAII | 2000 | male | 1 | 8 | 2016 | 2 | 77 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 1 |  0 | 0 | 0 | 1 | 0 | 1 | 0 | 3 | 3 | 2 | 2 | 2 | 5 | 1 | 4 | 3 | 12 | 2 | 14 | 8 | 8 | 5 |
52 | Jankovsky, Joseph Charles | Yale University | 2000 | male | 1 | 0 | 2000 | 1 | 0 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
53 | Dai, Wei | THE UNIVERSITY OF ARIZONA | 2000 | male | 2 | 2 | 2015 | 3 | 10 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 |  0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 1 | 0 | 1 | 3 | 1 |
54 | Miniati, Francesco | University of Minnesota, USA | 2000 | male | 7 | 20 | 2016 | 12 | 61 | 2017 | 0 | 0 | 1 | 0 | 3 | 3 | 4 | 1 | 1 | 2 | 0 | 0 | 4 | 0 | 0 | 1 | 2 | 0 | 1 | 1 | 2 | 1 |  0 | 0 | 3 | 1 | 4 | 4 | 4 | 2 | 3 | 8 | 2 | 3 | 6 | 3 | 1 | 2 | 6 | 5 | 5 | 3 | 2 | 4 |
55 | Behr, Bradford Bartholomew | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2000 | male | 4 | 4 | 2011 | 6 | 13 | 2011 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 2 | 3 | 2 | 0 | 2 | 0 | 0 | 1 | 3 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 |
