n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
244 | Kapoor, Vishal | The University of Texas at El Paso | 2005 | male | 1 | 0 | 2005 | 1 | 0 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
245 | McFarland, John Patrick | Georgia State University, Georgia, USA | 2005 | male | 1 | 4 | 2013 | 8 | 25 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 2 | 0 | 0 | 0 |  3 | 3 | 0 | 1 | 0 | 1 | 1 | 1 | 2 | 1 | 0 | 2 | 1 | 4 | 1 | 3 | 3 |
246 | Ahn, Kyungjin | The University of Texas at Austin, Texas, USA | 2005 | male | 6 | 9 | 2016 | 6 | 35 | 2016 | 0 | 0 | 0 | 1 | 0 | 5 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 4 | 1 |  0 | 0 | 0 | 1 | 0 | 5 | 3 | 1 | 0 | 2 | 4 | 1 | 4 | 6 | 4 | 5 | 5 |
247 | Carson, Joseph Coler | Cornell University, New York, USA | 2005 | male | 2 | 5 | 2013 | 15 | 87 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 3 | 2 | 10 | 1 | 3 | 2 | 4 | 4 | 7 | 9 | 12 | 9 | 14 | 17 |
248 | Schiff, Conrad | University of Maryland, College Park, Maryland, USA | 2005 | male | 1 | 0 | 2005 | 1 | 3 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 |
249 | Soussa, Marc Edward | University of Florida, Florida, USA | 2005 | male | 4 | 0 | 2005 | 4 | 0 | 2005 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
250 | Wang, Ruili | Georgia State University, Georgia, USA | 2005 | female | 4 | 7 | 2016 | 13 | 63 | 2017 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 2 | 0 | 0 | 1 | 0 | 1 | 0 | 1 |  2 | 0 | 2 | 0 | 4 | 5 | 4 | 4 | 8 | 4 | 6 | 4 | 5 | 8 | 8 | 5 | 6 |
251 | Bakalian, Faez | State University of New York at Stony Brook | 2005 | male | 1 | 3 | 2007 | 2 | 3 | 2007 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
252 | Crooks, James Lewis | The University of North Carolina at Chapel Hill, North Carolina, USA | 2005 | male | 4 | 1 | 2006 | 4 | 2 | 2011 | 0 | 2 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
253 | Donaghy, Timothy Quinn | The University of Chicago, Illinois, USA | 2005 | male | 3 | 1 | 2006 | 27 | 10 | 2010 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 8 | 5 | 12 | 5 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
254 | Duvvuri, Vikram | The University of Chicago, Illinois, USA | 2005 | male | 1 | 0 | 2005 | 4 | 1 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
255 | Gebauer, Iris | Michigan State University | 2005 | female | 1 | 0 | 2005 | 1 | 6 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 2 | 0 |
256 | Hunt, James Christopher | Virginia Polytechnic Institute and State University, Virginia, USA | 2005 | male | 2 | 0 | 2005 | 6 | 1 | 2012 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
257 | Kaisler, Denise | University of California, Los Angeles, California, USA | 2005 | female | 2 | 0 | 2005 | 3 | 1 | 2013 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
258 | Lee, Jeong-Eun | The University of Texas at Austin, Texas, USA | 2005 | female | 6 | 20 | 2016 | 20 | 175 | 2017 | 2 | 0 | 0 | 1 | 1 | 2 | 1 | 4 | 2 | 1 | 2 | 1 | 2 | 1 | 2 | 3 | 1 |  3 | 4 | 2 | 1 | 3 | 7 | 3 | 13 | 13 | 10 | 16 | 9 | 10 | 20 | 26 | 35 | 16 |
259 | Mukherjee, Krishna | University of Pittsburgh, Pennsylvania, USA | 2005 | male | 1 | 0 | 2005 | 1 | 0 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
260 | Reisetter, Angela Jean | University of Minnesota, Minnesota, USA | 2005 | female | 1 | 0 | 2005 | 4 | 24 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 2 | 2 | 2 | 0 | 2 | 3 | 3 | 2 | 3 | 2 | 4 | 0 |
261 | Segura, Teresa Lynn | University of Colorado at Boulder, Colorado, USA | 2005 | female | 2 | 3 | 2013 | 3 | 4 | 2013 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 |
262 | Temma, Takafumi | New Mexico State University, New Mexico, USA | 2005 | male | 2 | 1 | 2006 | 2 | 1 | 2006 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
263 | Wang, Gensheng | Case Western Reserve University, Ohio, USA | 2005 | None | 2 | 21 | 2017 | 20 | 98 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 3 | 1 | 2 | 2 | 3 | 0 | 3 | 4 | 2 |  0 | 2 | 6 | 2 | 5 | 5 | 4 | 3 | 6 | 6 | 5 | 5 | 4 | 4 | 7 | 12 | 33 |
264 | Suzuki, Jun | University of South Carolina | 2005 | male | 1 | 3 | 2016 | 43 | 22 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 |  3 | 10 | 5 | 13 | 3 | 9 | 1 | 1 | 9 | 0 | 0 | 0 | 3 | 3 | 1 | 2 | 2 |
265 | Hernandez, John C. | The University of Texas at El Paso | 2005 | male | 1 | 0 | 2005 | 9 | 28 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 2 | 1 | 0 | 4 | 2 | 0 | 1 | 3 | 3 | 3 | 2 | 2 | 3 | 1 | 2 | 7 |
266 | Page, Kelly A. | University of Wyoming, Wyoming, USA | 2005 | female | 2 | 0 | 2005 | 8 | 25 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 2 | 0 | 4 | 4 | 1 | 2 | 2 | 2 | 0 | 2 | 3 | 2 | 4 | 1 |
267 | Kocevski, Daniel | Rice University | 2005 | male | 3 | 8 | 2013 | 4 | 127 | 2017 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 2 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 3 | 3 | 6 | 6 | 15 | 11 | 5 | 13 | 10 | 21 | 14 | 15 |
268 | McCrady, Nathan Todd | University of California, Berkeley, California, USA | 2005 | male | 1 | 0 | 2005 | 1 | 3 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 |
269 | Seelos, Frank Peter, IV | Washington University, Missouri, USA | 2005 | male | 1 | 2 | 2014 | 8 | 34 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 1 | 1 | 5 | 1 | 2 | 3 | 6 | 7 | 4 | 1 | 1 | 5 | 2 | 1 | 2 |
270 | Rothberg, Barry S. | University of Hawai'i, Hawaii, USA | 2005 | male | 3 | 4 | 2013 | 5 | 20 | 2017 | 1 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 |  1 | 0 | 1 | 0 | 2 | 1 | 2 | 0 | 2 | 1 | 2 | 0 | 2 | 3 | 1 | 2 | 3 |
271 | Sollins, Peter K. . | Harvard University, Unnited States -- Massachusetts | 2005 | male | 7 | 0 | 2005 | 10 | 0 | 2005 | 0 | 0 | 0 | 0 | 3 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 6 | 4 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
272 | Taylor, Violet | Arizona State University, Arizona, USA | 2005 | female | 3 | 0 | 2005 | 7 | 0 | 2005 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 1 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
273 | Yan, Huirong | The University of Wisconsin - Madison, Wisconsin, USA | 2005 | female | 9 | 13 | 2016 | 25 | 61 | 2017 | 0 | 0 | 1 | 2 | 3 | 3 | 1 | 1 | 3 | 1 | 0 | 1 | 2 | 0 | 1 | 2 | 1 |  1 | 1 | 4 | 4 | 7 | 8 | 5 | 3 | 6 | 3 | 2 | 6 | 6 | 4 | 5 | 6 | 8 |
274 | Zhu, Cheng | Harvard University, Massachusetts, USA | 2005 | male | 2 | 6 | 2015 | 4 | 16 | 2016 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 1 | 1 | 0 |  0 | 0 | 1 | 1 | 1 | 1 | 2 | 0 | 1 | 4 | 0 | 0 | 2 | 0 | 3 | 3 | 1 |
275 | Francis, Matthew Richard | Rutgers The State University of New Jersey - New Brunswick, New Jersey, USA | 2005 | male | 4 | 0 | 2005 | 4 | 5 | 2016 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 1 |
276 | Goldstein, Kevin | Brown University, Rhode Island, USA | 2005 | male | 5 | 5 | 2016 | 6 | 6 | 2016 | 0 | 0 | 0 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 1 |  0 | 0 | 0 | 2 | 2 | 2 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 1 |
277 | Hancock, Mark | University of Nevada, s Vegas, Nevada, USA | 2005 | male | 2 | 5 | 2009 | 6 | 14 | 2014 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 2 | 1 | 2 | 2 | 2 | 3 | 3 | 2 | 0 | 1 | 0 | 1 | 0 | 0 |
278 | Jackson, Miranda | Columbia University, New York, USA | 2005 | female | 4 | 6 | 2017 | 7 | 89 | 2017 | 0 | 0 | 1 | 1 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 |  0 | 1 | 2 | 1 | 1 | 2 | 3 | 2 | 1 | 7 | 27 | 5 | 10 | 10 | 10 | 5 | 7 |
279 | Kafka, Styliani | Indiana University, Indiana, USA | 2005 | female | 11 | 13 | 2016 | 15 | 26 | 2017 | 0 | 0 | 0 | 3 | 3 | 5 | 2 | 1 | 2 | 2 | 2 | 2 | 1 | 0 | 0 | 0 | 1 |  1 | 0 | 0 | 3 | 4 | 7 | 2 | 1 | 4 | 2 | 4 | 5 | 1 | 2 | 3 | 0 | 1 |
280 | Lim, Lucy F. G. | Cornell University, New York, USA | 2005 | female | 1 | 0 | 2005 | 5 | 3 | 2011 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 3 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 0 | 0 |
281 | Mohammed, Priscilla N. | Georgia Institute of Technology, Georgia, USA | 2005 | female | 3 | 0 | 2005 | 3 | 0 | 2005 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
282 | Nelan, Jenica E. | Dartmouth College, New Hampshire, USA | 2005 | female | 2 | 0 | 2005 | 4 | 2 | 2009 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
283 | Onken, Christopher A. | The Ohio State University, Ohio, USA | 2005 | male | 5 | 3 | 2014 | 8 | 22 | 2017 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |  0 | 1 | 2 | 1 | 3 | 1 | 5 | 2 | 1 | 1 | 1 | 1 | 1 | 2 | 1 | 1 | 2 |
284 | Weinberg, Nevin Nachum | California Institute of Technology | 2005 | female | 5 | 7 | 2016 | 7 | 23 | 2017 | 0 | 1 | 1 | 1 | 0 | 2 | 2 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 |  0 | 1 | 1 | 3 | 0 | 2 | 2 | 2 | 2 | 2 | 5 | 0 | 3 | 3 | 0 | 0 | 3 |
285 | Baryo, Bradley Charles | Michigan State University | 2005 | male | 1 | 0 | 2005 | 1 | 0 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
286 | Schnittman, Jeremy David | Massachusetts Institute of Technology, Massachusetts, USA | 2005 | male | 5 | 20 | 2016 | 7 | 27 | 2016 | 0 | 1 | 0 | 0 | 2 | 2 | 4 | 2 | 2 | 1 | 2 | 1 | 0 | 4 | 1 | 2 | 1 |  1 | 1 | 0 | 0 | 2 | 3 | 4 | 3 | 2 | 4 | 2 | 2 | 1 | 4 | 1 | 2 | 2 |
287 | Singh, Karun Krishna | Columbia University | 2005 | male | 2 | 12 | 2017 | 3 | 54 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 2 | 1 | 1 | 2 | 2 | 0 | 1 | 2 | 0 |  0 | 0 | 1 | 0 | 1 | 1 | 2 | 4 | 11 | 7 | 7 | 9 | 5 | 1 | 2 | 3 | 0 |
288 | Liu, Jifeng | University of Michigan, Michigan, USA | 2005 | male | 11 | 56 | 2017 | 43 | 303 | 2017 | 3 | 1 | 1 | 1 | 3 | 2 | 4 | 2 | 5 | 5 | 5 | 9 | 8 | 8 | 0 | 4 | 2 |  5 | 9 | 3 | 6 | 10 | 10 | 13 | 10 | 19 | 26 | 27 | 29 | 40 | 38 | 24 | 31 | 24 |
289 | Steffl, Andrew Joseph | University of Colorado at Boulder, Colorado, USA | 2005 | male | 3 | 7 | 2013 | 6 | 40 | 2017 | 0 | 0 | 0 | 0 | 2 | 1 | 2 | 1 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 3 | 3 | 4 | 5 | 1 | 0 | 5 | 3 | 4 | 1 | 0 | 6 | 9 |
290 | Rudmann, Darrell S. | University of Illinois at Urbana-Champaign | 2005 | male | 1 | 0 | 2005 | 1 | 0 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
291 | de Felice, Antonio | Syracuse University, New York, USA | 2005 | male | 3 | 19 | 2012 | 4 | 63 | 2017 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 1 | 5 | 6 | 5 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 3 | 2 | 0 | 1 | 5 | 10 | 8 | 9 | 7 | 5 | 5 | 9 |
292 | Khokale, Raghav | The University of Alabama in Huntsville | 2005 | male | 1 | 0 | 2005 | 1 | 0 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
293 | Liu, Hang | Ohio University | 2005 | female | 11 | 28 | 2017 | 29 | 117 | 2017 | 2 | 1 | 0 | 0 | 3 | 5 | 1 | 2 | 3 | 2 | 2 | 2 | 2 | 3 | 2 | 3 | 4 |  6 | 3 | 4 | 2 | 4 | 10 | 5 | 4 | 7 | 6 | 4 | 11 | 14 | 16 | 20 | 12 | 15 |
294 | Montes, Fernando | Michigan State University, Michigan, USA | 2005 | male | 2 | 2 | 2007 | 5 | 26 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 4 | 1 | 2 | 4 | 3 | 1 | 4 | 3 | 1 | 2 | 1 | 2 |
295 | Rykoff, Eli S. | University of Michigan, Michigan, USA | 2005 | female | 5 | 9 | 2016 | 12 | 122 | 2017 | 0 | 0 | 0 | 0 | 2 | 3 | 1 | 1 | 2 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 1 |  0 | 2 | 2 | 2 | 3 | 3 | 6 | 6 | 2 | 5 | 5 | 5 | 6 | 1 | 10 | 22 | 40 |
296 | Schwartz, Colleen | University of California, nta Barbara, California, USA | 2005 | female | 2 | 1 | 2006 | 3 | 3 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
297 | Tippets, Roger | Union Institute; University, Ohio, USA | 2005 | male | 1 | 0 | 2005 | 1 | 0 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
298 | Ugalde, Claudio | University of Notre Dame | 2005 | male | 2 | 3 | 2013 | 6 | 21 | 2015 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 4 | 2 | 3 | 4 | 2 | 3 | 1 | 1 | 1 | 2 | 2 | 0 |
299 | Widicus Weaver, Susanna Leigh | California Institute of Technology, California, USA | 2005 | female | 4 | 2 | 2012 | 7 | 15 | 2017 | 0 | 0 | 0 | 0 | 0 | 4 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 4 | 0 | 0 | 1 | 2 | 1 | 3 | 2 | 2 | 1 | 0 | 2 |
300 | Xin, Lei | The University of Iowa, Iowa, USA | 2005 | male | 1 | 5 | 2012 | 1 | 8 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 0 | 1 |
301 | Anoka, Cyril Ojodume | Oklahoma State University, Oklahoma, USA | 2005 | male | 1 | 0 | 2005 | 1 | 0 | 2005 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
