 n |  name |  university |  phd_year |  gender |  fa_n_pubs_pre_phd |  fa_n_pubs_prost_phd |  fa_year_last |  all_n_pubs_pre_phd |  all_n_pubs_prost_phd |  all_year_last |  fa_1996 |  fa_1997 |  fa_1998 |  fa_1999 |  fa_2000 |  fa_2001 |  fa_2002 |  fa_2003 |  fa_2004 |  fa_2005 |  fa_2006 |  fa_2007 |  fa_2008 |  fa_2009 |  fa_2010 |  fa_2011 |  fa_2012 |  fa_2013 |  fa_2014 |  fa_2015 |  fa_2016 |  all_1996 |  all_1997 |  all_1998 |  all_1999 |  all_2000 |  all_2001 |  all_2002 |  all_2003 |  all_2004 |  all_2005 |  all_2006 |  all_2007 |  all_2008 |  all_2009 |  all_2010 |  all_2011 |  all_2012 |  all_2013 |  all_2014 |  all_2015 |  all_2016 | foo
 39 | Sandhu, Jagmit S. | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2001 | male | 3 | 0 | 2001 | 13 | 5 | 2016 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 5 | 2 | 2 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 2 |
 41 | Li, Li-Xin | PRINCETON UNIVERSITY | 2001 | None | 19 | 70 | 2017 | 21 | 190 | 2017 | 2 | 1 | 4 | 1 | 9 | 2 | 8 | 7 | 7 | 5 | 6 | 5 | 7 | 4 | 3 | 3 | 3 | 1 | 3 | 1 | 5 | 2 | 1 | 5 | 1 | 9 | 3 | 11 | 9 | 10 | 9 | 12 | 8 | 13 | 16 | 11 | 11 | 12 | 8 | 9 | 20 | 26 |
 42 | Hinz, Philip Mark | THE UNIVERSITY OF ARIZONA | 2001 | male | 3 | 2 | 2010 | 4 | 92 | 2017 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 3 | 0 | 4 | 2 | 3 | 4 | 2 | 2 | 5 | 6 | 6 | 6 | 9 | 13 | 16 | 11 |
 45 | Florinski, Vladimir A. | THE UNIVERSITY OF ARIZONA | 2001 | male | 4 | 31 | 2017 | 4 | 54 | 2017 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 6 | 2 | 4 | 1 | 0 | 2 | 4 | 2 | 2 | 1 | 3 | 0 | 2 | 1 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 6 | 3 | 4 | 4 | 3 | 4 | 5 | 2 | 2 | 3 | 4 | 4 | 4 | 5 |
 47 | Ivanov, Valentin Dimitrov | THE UNIVERSITY OF ARIZONA | 2001 | male | 6 | 18 | 2017 | 14 | 135 | 2017 | 0 | 0 | 0 | 1 | 4 | 1 | 4 | 1 | 1 | 2 | 1 | 0 | 0 | 1 | 2 | 0 | 2 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 2 | 7 | 3 | 8 | 4 | 2 | 6 | 6 | 8 | 6 | 12 | 8 | 7 | 13 | 9 | 14 | 13 | 11 |
 49 | Rao, Anupama M. N. | THE UNIVERSITY OF ARIZONA | 2001 | female | 1 | 0 | 2001 | 1 | 1 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 51 | Nagamine, Kentaro | PRINCETON UNIVERSITY | 2001 | male | 5 | 21 | 2016 | 6 | 59 | 2017 | 0 | 0 | 0 | 0 | 1 | 4 | 1 | 2 | 6 | 2 | 3 | 2 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 5 | 1 | 3 | 7 | 4 | 4 | 2 | 2 | 3 | 4 | 6 | 7 | 2 | 3 | 3 | 5 |
 56 | Johnson, Robert Lee | THE UNIVERSITY OF ARIZONA | 2001 | male | 1 | 1 | 2011 | 8 | 12 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 5 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 2 | 3 | 2 | 1 | 1 | 0 | 0 | 0 |
 57 | Toigo, Anthony Domenick | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2001 | male | 2 | 9 | 2017 | 5 | 41 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 2 | 0 | 1 | 1 | 2 | 4 | 0 | 4 | 0 | 1 | 1 | 2 | 3 | 3 | 3 | 5 | 2 | 3 | 3 |
 59 | Tokman, Mayya | CALIFORNIA INSTITUTE OF TECHNOLOGY | 2001 | female | 1 | 1 | 2002 | 1 | 2 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 63 | Shambrook, Anouk Aimee | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 2001 | female | 1 | 0 | 2001 | 4 | 0 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 65 | Brisken, Walter Frank | PRINCETON UNIVERSITY | 2001 | male | 3 | 5 | 2010 | 4 | 47 | 2016 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 2 | 2 | 3 | 1 | 5 | 4 | 4 | 3 | 4 | 2 | 7 | 4 | 2 | 2 | 1 | 3 |
 68 | Burgasser, Adam J. | Department of Physics, California Institute of Technology | 2001 | male | 5 | 53 | 2016 | 14 | 167 | 2017 | 0 | 0 | 0 | 1 | 3 | 1 | 4 | 5 | 4 | 3 | 5 | 6 | 5 | 3 | 3 | 3 | 2 | 4 | 1 | 3 | 2 | 0 | 0 | 0 | 2 | 7 | 5 | 6 | 10 | 8 | 6 | 11 | 12 | 11 | 9 | 9 | 15 | 10 | 14 | 9 | 16 | 11 |
 71 | Andersen, David Roger | The Pennsylvania State University | 2001 | male | 3 | 9 | 2013 | 3 | 36 | 2017 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 2 | 2 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 3 | 2 | 2 | 2 | 4 | 1 | 1 | 3 | 3 | 1 | 3 | 2 | 3 | 4 |
 72 | Cottam, Jean | Columbia University | 2001 | male | 3 | 2 | 2008 | 11 | 14 | 2012 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 9 | 1 | 1 | 0 | 0 | 2 | 6 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 |
 74 | Kim, Seungjung | PRINCETON UNIVERSITY | 2001 | None | 26 | 58 | 2017 | 66 | 311 | 2017 | 3 | 6 | 6 | 6 | 1 | 4 | 5 | 3 | 6 | 5 | 4 | 6 | 3 | 5 | 2 | 2 | 8 | 3 | 2 | 1 | 1 | 5 | 12 | 12 | 16 | 6 | 15 | 13 | 14 | 24 | 13 | 23 | 22 | 24 | 19 | 21 | 20 | 20 | 14 | 19 | 31 | 22 |
 77 | Dafermos, Michael Constantine | PRINCETON UNIVERSITY | 2001 | male | 1 | 0 | 2001 | 1 | 0 | 2001 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 89 | Keck, John William | COLUMBIA UNIVERSITY | 2001 | male | 2 | 0 | 2001 | 2 | 0 | 2001 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 91 | Zhang, Bing | THE JOHNS HOPKINS UNIVERSITY | 2001 | male | 16 | 101 | 2017 | 30 | 450 | 2017 | 1 | 3 | 1 | 1 | 5 | 5 | 5 | 4 | 4 | 4 | 4 | 10 | 4 | 6 | 2 | 8 | 10 | 12 | 9 | 7 | 10 | 3 | 4 | 2 | 4 | 7 | 10 | 8 | 9 | 14 | 31 | 57 | 37 | 18 | 31 | 21 | 32 | 33 | 26 | 38 | 35 | 48 |
 101 | Loh, Ji Meng | THE UNIVERSITY OF CHICAGO | 2001 | male | 2 | 2 | 2008 | 2 | 2 | 2008 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 105 | Schekochihin, Alexander A. | PRINCETON UNIVERSITY | 2001 | male | 2 | 23 | 2016 | 3 | 91 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 4 | 0 | 6 | 3 | 2 | 2 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 2 | 4 | 0 | 6 | 4 | 4 | 5 | 7 | 4 | 5 | 8 | 5 | 6 | 7 | 9 | 12 |
 113 | Vaillancourt, John E. | THE UNIVERSITY OF CHICAGO | 2001 | male | 1 | 6 | 2015 | 7 | 39 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 3 | 2 | 2 | 1 | 2 | 2 | 1 | 1 | 4 | 5 | 2 | 4 | 4 | 5 | 2 | 2 | 2 |
 114 | Biello, Joseph Anthony | THE UNIVERSITY OF CHICAGO | 2001 | male | 1 | 4 | 2006 | 2 | 4 | 2006 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 117 | McCall, Benjamin John | Department of Chemistry and Department of Astronomy and Astrophysics, University of Chicago, 5735 S. Ellis Ave., Chicago, IL 60637 | 2001 | male | 6 | 7 | 2010 | 7 | 42 | 2016 | 0 | 0 | 2 | 1 | 1 | 2 | 2 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 2 | 4 | 4 | 1 | 3 | 4 | 2 | 2 | 4 | 4 | 4 | 5 | 3 | 1 | 0 | 1 |
