n | name | university | phd_year | gender | fa_n_pubs_pre_phd | fa_n_pubs_prost_phd | fa_year_last | all_n_pubs_pre_phd | all_n_pubs_prost_phd | all_year_last |  fa_1994 | fa_1995 | fa_1996 | fa_1997 | fa_1998 | fa_1999 | fa_2000 | fa_2001 | fa_2002 | fa_2003 | fa_2004 | fa_2005 | fa_2006 | fa_2007 | fa_2008 | fa_2009 | fa_2010 | fa_2011 | fa_2012 | fa_2013 | fa_2014 | fa_2015 | fa_2016 |  all_1994 | all_1995 | all_1996 | all_1997 | all_1998 | all_1999 | all_2000 | all_2001 | all_2002 | all_2003 | all_2004 | all_2005 | all_2006 | all_2007 | all_2008 | all_2009 | all_2010 | all_2011 | all_2012 | all_2013 | all_2014 | all_2015 | all_2016 | foo
107 | Cabanela Larrinaga, Juan Enrique | UNIVERSITY OF MINNESOTA | 1999 | male | 1 | 0 | 1999 | 1 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
108 | Weaver, Marsha Jane | UNIVERSITY OF OREGON | 1999 | female | 2 | 2 | 2004 | 3 | 11 | 2015 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 1 | 2 | 0 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 |
109 | Gelinas, Lynette Jean | UNIVERSITY OF NEW HAMPSHIRE | 1999 | female | 2 | 6 | 2008 | 2 | 10 | 2014 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 2 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 |
110 | Larson, Shane L. | MONTANA STATE UNIVERSITY | 1999 | male | 2 | 5 | 2006 | 6 | 78 | 2017 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 3 | 0 | 3 | 3 | 2 | 2 | 3 | 3 | 2 | 5 | 7 | 4 | 2 | 6 | 3 | 1 | 6 | 18 | 8 | 1 |
111 | Crider, Anthony Wayne | RICE UNIVERSITY | 1999 | male | 5 | 4 | 2012 | 10 | 7 | 2016 | 0 | 0 | 0 | 1 | 0 | 4 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 0 | 8 | 1 | 2 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 |
112 | Wang, Jing | THE JOHNS HOPKINS UNIVERSITY | 1999 | female | 29 | 128 | 2017 | 69 | 658 | 2017 | 7 | 3 | 4 | 5 | 5 | 5 | 5 | 3 | 3 | 5 | 8 | 7 | 6 | 3 | 7 | 6 | 10 | 16 | 11 | 5 | 9 | 11 | 10 |  17 | 10 | 9 | 14 | 10 | 9 | 22 | 26 | 19 | 33 | 18 | 35 | 26 | 28 | 31 | 43 | 54 | 56 | 43 | 37 | 42 | 63 | 49 |
113 | Turner, Neal James | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 1999 | male | 6 | 16 | 2014 | 8 | 123 | 2017 | 0 | 0 | 1 | 2 | 0 | 3 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 2 | 2 | 1 | 1 | 0 | 1 | 0 | 3 | 0 | 0 |  0 | 0 | 1 | 4 | 0 | 3 | 3 | 2 | 2 | 1 | 3 | 3 | 4 | 4 | 8 | 8 | 6 | 17 | 15 | 12 | 11 | 15 | 7 |
114 | Wolven, Brian Charles | THE JOHNS HOPKINS UNIVERSITY | 1999 | male | 3 | 1 | 2001 | 5 | 19 | 2015 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 0 | 2 | 1 | 1 | 3 | 3 | 1 | 2 | 4 | 3 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 0 |
115 | Shi, Wei | STATE UNIVERSITY OF NEW YORK AT STONY BROOK | 1999 | male | 1 | 12 | 2015 | 1 | 28 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 3 | 1 | 0 | 1 | 1 | 0 | 2 | 1 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 4 | 0 | 2 | 1 | 6 | 3 | 4 | 1 | 1 | 1 | 0 | 3 | 1 | 0 |
116 | Wade, Manson Lashawn | UNIVERSITY OF ALABAMA AT BIRMINGHAM | 1999 | male | 2 | 0 | 1999 | 3 | 73 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 7 | 6 | 13 | 6 | 28 |
117 | Margot, Jean-Luc C. | CORNELL UNIVERSITY | 1999 | male | 1 | 0 | 1999 | 1 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
118 | Dickens, James E., Jr. | UNIVERSITY OF MASSACHUSETTS | 1999 | male | 5 | 3 | 2001 | 15 | 5 | 2002 | 0 | 0 | 1 | 2 | 0 | 2 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 3 | 5 | 4 | 2 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
119 | McPhate, Jason Boyce | THE JOHNS HOPKINS UNIVERSITY | 1999 | male | 2 | 0 | 1999 | 7 | 7 | 2012 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  2 | 1 | 0 | 0 | 2 | 2 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 0 |
120 | Qiu, Changqing | NEW JERSEY INSTITUTE OF TECHNOLOGY | 1999 | male | 1 | 0 | 1999 | 1 | 2 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 |
121 | Attridge, Joanne Merrill | BRANDEIS UNIVERSITY | 1999 | female | 2 | 2 | 2005 | 2 | 4 | 2005 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 2 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
122 | Moellenbrock, George A., III | BRANDEIS UNIVERSITY | 1999 | male | 2 | 2 | 2009 | 4 | 16 | 2016 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 2 | 6 | 0 | 0 | 0 | 3 | 0 | 0 | 0 | 1 | 2 | 0 | 2 | 0 | 0 | 0 | 1 | 1 |
123 | Cole, David Michael | THE UNIVERSITY OF CHICAGO | 1999 | male | 2 | 0 | 1999 | 4 | 14 | 2013 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 1 | 2 | 2 | 0 | 0 | 1 | 3 | 0 | 1 | 0 | 2 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 0 |
124 | Switzer, Greggory William | MONTANA STATE UNIVERSITY | 1999 | male | 1 | 0 | 1999 | 1 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
125 | Lovell, Amy Jean | UNIVERSITY OF MASSACHUSETTS | 1999 | female | 6 | 2 | 2008 | 13 | 11 | 2011 | 0 | 0 | 3 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 5 | 3 | 4 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 3 | 2 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 |
126 | Kupperman, David Gerson | THE JOHNS HOPKINS UNIVERSITY | 1999 | male | 2 | 0 | 1999 | 3 | 0 | 1999 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
127 | Jin, Wei Min | STATE UNIVERSITY OF NEW YORK AT BUFFALO | 1999 | male | 2 | 2 | 2005 | 11 | 6 | 2010 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 0 | 7 | 2 | 2 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 |
128 | Forster, Karl | COLUMBIA UNIVERSITY | 1999 | male | 4 | 1 | 2001 | 7 | 142 | 2017 | 0 | 1 | 1 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 1 | 1 | 2 | 1 | 2 | 0 | 2 | 1 | 0 | 1 | 35 | 6 | 33 | 3 | 3 | 7 | 9 | 7 | 7 | 5 | 10 | 7 |
129 | Fassnacht, Christopher D. | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1999 | male | 5 | 8 | 2011 | 17 | 105 | 2017 | 0 | 0 | 1 | 0 | 1 | 3 | 0 | 1 | 2 | 0 | 1 | 0 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |  2 | 1 | 2 | 0 | 5 | 7 | 7 | 4 | 3 | 5 | 4 | 4 | 2 | 7 | 6 | 8 | 5 | 3 | 10 | 10 | 5 | 8 | 6 |
130 | Albright, Brian James | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 1999 | male | 3 | 2 | 2003 | 3 | 5 | 2011 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 2 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 |
131 | Umurhan, Orkan Mehmet | COLUMBIA UNIVERSITY | 1999 | male | 2 | 14 | 2017 | 2 | 36 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 2 | 1 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 2 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 2 | 2 | 3 | 2 | 3 | 0 | 2 | 1 | 1 | 1 | 12 |
132 | Casti, Alexander Robert Richard | COLUMBIA UNIVERSITY | 1999 | male | 2 | 0 | 1999 | 2 | 0 | 1999 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
133 | Wong, Sun | COLUMBIA UNIVERSITY | 1999 | male | 1 | 2 | 2008 | 6 | 7 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 2 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 |
134 | Kirkman, David Albert | UNIVERSITY OF CALIFORNIA, SAN DIEGO | 1999 | male | 4 | 6 | 2008 | 6 | 37 | 2012 | 0 | 0 | 0 | 2 | 0 | 2 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 2 | 1 | 3 | 3 | 4 | 5 | 3 | 3 | 4 | 1 | 4 | 1 | 4 | 1 | 2 | 2 | 0 | 0 | 0 | 0 |
135 | Slyz, Adrianne | COLUMBIA UNIVERSITY | 1999 | female | 2 | 4 | 2005 | 2 | 46 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 1 | 3 | 3 | 2 | 2 | 1 | 1 | 2 | 2 | 5 | 5 | 2 | 2 | 8 | 4 |
136 | Christl, Mark Joseph | UNIVERSITY OF ALABAMA IN HUNTSVILLE | 1999 | male | 2 | 4 | 2008 | 10 | 74 | 2016 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 6 | 0 | 1 | 0 | 3 | 0 | 4 | 0 | 12 | 2 | 6 | 2 | 2 | 13 | 5 | 0 | 2 | 3 | 2 | 2 | 18 | 1 |
137 | Rinehart, Stephen Andrew | CORNELL UNIVERSITY | 1999 | male | 3 | 5 | 2014 | 4 | 19 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 0 | 0 | 2 | 2 | 2 | 1 | 1 | 0 | 0 | 1 | 2 | 2 | 0 | 1 | 0 | 1 | 0 | 2 | 2 | 2 | 2 |
138 | Georganopoulos, Markos | BOSTON UNIVERSITY | 1999 | male | 3 | 17 | 2016 | 3 | 60 | 2017 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 2 | 1 | 4 | 3 | 2 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 0 | 2 | 1 | 1 | 2 | 3 | 5 | 4 | 4 | 4 | 1 | 2 | 4 | 6 | 4 | 5 | 1 | 1 | 5 | 5 |
139 | Ingalls, James Gregory | BOSTON UNIVERSITY | 1999 | male | 3 | 6 | 2016 | 6 | 23 | 2017 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 |  1 | 0 | 0 | 2 | 0 | 3 | 1 | 1 | 1 | 0 | 3 | 1 | 2 | 0 | 0 | 1 | 1 | 1 | 2 | 0 | 2 | 1 | 3 |
140 | Penton, Steven Victor | UNIVERSITY OF COLORADO AT BOULDER | 1999 | male | 1 | 4 | 2004 | 8 | 23 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 1 | 2 | 3 | 4 | 1 | 2 | 1 | 1 | 0 | 2 | 1 | 0 | 0 | 1 | 4 | 2 | 1 | 1 | 0 | 1 |
141 | Rao, Ramprasad P. | UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN | 1999 | male | 2 | 3 | 2014 | 4 | 41 | 2016 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 |  0 | 0 | 1 | 0 | 1 | 2 | 0 | 1 | 1 | 1 | 1 | 1 | 3 | 1 | 4 | 6 | 2 | 3 | 4 | 0 | 10 | 1 | 2 |
142 | Maller, Ariyeh Hersl | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 1999 | None | 2 | 11 | 2009 | 3 | 22 | 2016 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 1 | 3 | 2 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 2 | 2 | 1 | 3 | 2 | 1 | 1 | 1 | 0 | 1 | 3 | 1 | 2 | 0 | 1 | 2 | 0 | 1 |
143 | Grimsrud, Ole Martin | CORNELL UNIVERSITY | 1999 | male | 2 | 0 | 1999 | 2 | 0 | 1999 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
144 | Barnes, Graham Keith | CORNELL UNIVERSITY | 1999 | male | 4 | 10 | 2016 | 4 | 38 | 2017 | 0 | 0 | 0 | 0 | 1 | 3 | 1 | 1 | 0 | 0 | 0 | 1 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 |  0 | 0 | 0 | 0 | 1 | 3 | 1 | 1 | 0 | 2 | 1 | 2 | 3 | 5 | 4 | 4 | 1 | 1 | 2 | 2 | 4 | 1 | 3 |
145 | Bhattacharya, Manojeet | UNIVERSITY OF NOTRE DAME | 1999 | male | 2 | 1 | 2000 | 2 | 5 | 2007 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 1 | 1 | 2 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
146 | Romanowsky, Aaron Joshua | HARVARD UNIVERSITY | 1999 | male | 4 | 6 | 2016 | 4 | 131 | 2017 | 0 | 0 | 0 | 1 | 1 | 2 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 1 | 1 | 2 | 0 | 1 | 1 | 2 | 0 | 1 | 4 | 2 | 4 | 6 | 3 | 15 | 12 | 11 | 18 | 17 | 25 |
147 | Wang, Edward Yung Ming | STATE UNIVERSITY OF NEW YORK AT STONY BROOK | 1999 | male | 1 | 2 | 2014 | 2 | 7 | 2014 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 |  0 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 2 | 0 | 0 |
148 | Dragowsky, Michael Raymond | OREGON STATE UNIVERSITY | 1999 | male | 1 | 1 | 2003 | 9 | 24 | 2013 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 3 | 2 | 4 | 1 | 1 | 2 | 1 | 2 | 1 | 2 | 3 | 0 | 2 | 2 | 3 | 1 | 3 | 0 | 0 | 0 |
149 | Fernando, Sharmanthie Marie | UNIVERSITY OF CINCINNATI | 1999 | None | 4 | 29 | 2017 | 4 | 29 | 2017 | 0 | 0 | 0 | 0 | 1 | 3 | 0 | 1 | 0 | 2 | 2 | 2 | 2 | 0 | 0 | 0 | 1 | 0 | 4 | 3 | 2 | 5 | 3 |  0 | 0 | 0 | 0 | 1 | 3 | 0 | 1 | 0 | 2 | 2 | 2 | 2 | 0 | 0 | 0 | 1 | 0 | 4 | 3 | 2 | 5 | 3 |
150 | Kommers, Jefferson Michael | MASSACHUSETTS INSTITUTE OF TECHNOLOGY | 1999 | male | 5 | 2 | 2001 | 16 | 6 | 2005 | 0 | 0 | 0 | 2 | 1 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 2 | 3 | 6 | 5 | 2 | 1 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
151 | Lai, Chi-Hsuan | THE UNIVERSITY OF TEXAS AT AUSTIN | 1999 | female | 1 | 0 | 1999 | 1 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
152 | Lister, Matthew Leigh | BOSTON UNIVERSITY | 1999 | male | 5 | 19 | 2016 | 8 | 105 | 2017 | 1 | 0 | 0 | 1 | 1 | 2 | 1 | 4 | 0 | 2 | 0 | 1 | 0 | 0 | 0 | 3 | 0 | 1 | 0 | 1 | 0 | 1 | 5 |  2 | 0 | 0 | 2 | 1 | 3 | 2 | 5 | 1 | 4 | 5 | 4 | 4 | 5 | 6 | 9 | 12 | 7 | 6 | 8 | 6 | 11 | 9 |
153 | Bonini, Gian Franco | BOSTON UNIVERSITY | 1999 | male | 1 | 0 | 1999 | 1 | 0 | 1999 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
154 | O'Neill, Eric Stephen Daniel | UNIVERSITY OF FLORIDA | 1999 | male | 1 | 0 | 1999 | 2 | 2 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
155 | Evans, Scott Edward | UNIVERSITY OF CALIFORNIA, LOS ANGELES | 1999 | male | 1 | 1 | 2004 | 2 | 13 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 3 | 2 | 2 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 0 |
156 | Hall, Robert Dale | OREGON STATE UNIVERSITY | 1999 | male | 1 | 1 | 2002 | 2 | 6 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
157 | Ishibashi, Kazunori | UNIVERSITY OF MINNESOTA | 1999 | male | 2 | 3 | 2016 | 11 | 33 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |  0 | 0 | 0 | 2 | 4 | 5 | 2 | 5 | 2 | 2 | 0 | 3 | 3 | 2 | 1 | 0 | 1 | 1 | 1 | 1 | 2 | 3 | 3 |
158 | Quataert, Eliot James Leo | HARVARD UNIVERSITY | 1999 | male | 7 | 14 | 2016 | 9 | 226 | 2017 | 0 | 0 | 0 | 0 | 1 | 6 | 4 | 0 | 2 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 2 | 1 |  0 | 0 | 0 | 1 | 1 | 7 | 6 | 5 | 4 | 2 | 7 | 8 | 7 | 12 | 14 | 20 | 18 | 11 | 28 | 10 | 7 | 28 | 27 |
159 | Samuelson, Frank William | IOWA STATE UNIVERSITY | 1999 | male | 3 | 1 | 2001 | 27 | 16 | 2012 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |  0 | 0 | 1 | 14 | 4 | 8 | 2 | 2 | 0 | 4 | 3 | 2 | 0 | 2 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
